drug_id,drug_name,drug_smiles
D0Y0BZ,PUP-1,
D01YIO,JNJ-10311795,CN(C1CCN(CC1)C(=O)C2=CC3=CC=CC=C3C=C2)C(=O)C4=CC5=CC=CC=C5C=C4C(=O)C(C6=CC=CC7=CC=CC=C76)P(=O)(O)O
D0C3XD,BIO-11006,
D02RYE,AMA-237,
D0X8UW,TRN-101,
D0S7UQ,RG-7103,CCCCC(C(=O)NC(C)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC1CCCCNC(=O)CC(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC2=CC=C(C=C2)O)CC(C)C)CC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NCC(=O)NCC(=O)NC(C(C)O)C(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(C)(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC5=CN=CN5)NC(=O)C
D05UCW,MEDI-2338,
D0M9FQ,PF-489791,CCN(C)C1=NC2=C(C(=N1)NC3=NC=CC(=C3)C)N(N=C2C(=O)NS(=O)(=O)C)CCOCC
D04RNN,SUN-101,
D04XVE,QAX-028,
D05GNW,AZD-9164,CC(C1=CC=CC=C1)(C(=O)OC2C[N+]3(CCC2CC3)CCC4=CC=C(C=C4)F)N5CCCCC5
D08WSG,AZD-8683,
D09ZOQ,Incruse Ellipta,C1C[N+]2(CCC1(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCOCC5=CC=CC=C5.[Br-]
D09ZRB,PUR0200,
D0FX4J,Telenzepine,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C
D0K1ST,Revefenacin,CN(CCN1CCC(CC1)OC(=O)NC2=CC=CC=C2C3=CC=CC=C3)C(=O)C4=CC=C(C=C4)CN5CCC(CC5)C(=O)N
D0L9CD,AZD-2115,
D0OY7A,RBx-343E48F0,
D0P1WA,Tiotropium,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C
D06EMW,AZD8566,
D0NR6S,Maraviroc,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C
D0H9KW,Filaminast,CC(=NOC(=O)N)C1=CC(=C(C=C1)OC)OC2CCCC2
D0X4SI,RS-504393,CC1=CC2=C(C=C1)NC(=O)OC23CCN(CC3)CCC4=C(OC(=N4)C5=CC=CC=C5)C
D05OIU,PMID27998201-Compound-5,CC#CC(C(OC1=CC=C(C=C1)SC)(F)F)NC(CSCC2CC2)C(=O)NC3(CC3)C#N
D0N8MQ,GSK-159797,C1=CC=C(C=C1)C(CNC2=CC=C(C=C2)CCNCC(C3=CC(=C(C=C3)O)NC=O)O)O.Cl
D5KX2H,GSK3923868,
D04JNI,GSK2245840,CC1=C(SC(=N1)C2=CN=CC=C2)C(=O)NC3=CC=CC=C3C4=CN5C(=CSC5=N4)CN6CCOCC6
D00PFW,AZD4818,
D0B3MV,SSR-69071,CC(C)C1=C2C(=CC(=C1)OC)S(=O)(=O)N(C2=O)COC3=CC(=O)N4C=CC=C(C4=N3)OCCN5CCCCC5
D0Y3LJ,AZD5904,C1CC(OC1)CN2C3=C(C(=O)NC2=S)NC=N3
D87IQS,Mitiperstat,CC(C1=C(C=CC(=C1)Cl)CN2C3=C(C(=O)NC2=S)NC=C3)N
D0YFN1,Tozorakimab,
DOTF14,MEDI3506,
DPT90B,Itepekimab,
D0F8RA,Theophylline,CN1C2=C(C(=O)N(C1=O)C)NC=N2
D0N5LJ,Igmesine,CCC(CC=CC1=CC=CC=C1)(C2=CC=CC=C2)N(C)CC3CC3
D03STA,Darotropium,C[N+]1(C2CCC1CC(C2)CC(C#N)(C3=CC=CC=C3)C4=CC=CC=C4)C
D0H0UB,Darotropium + 642444,failed
D0M0AM,Glycopyrrolate,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-]
D0XE5L,Rispenzepine,CN1CCCC(C1)C(=O)N2C3=CC=CC=C3NC(=O)C4=C2N=CC=C4
D0SM8S,Lebrikizumab,
D03ZKE,CS-003,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCOC(C2)(CCN3CCC4(CC3)C5=CC=CC=C5CS4=O)C6=CC(=C(C=C6)Cl)Cl.Cl
D05YAS,Tolafentrine,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)C3=NC4CCN(CC4C5=CC(=C(C=C53)OC)OC)C
D0F0CS,ZARDAVERINE,COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F
D04SPJ,AZD7624,CC1=C(C=C(C=C1F)C(=O)NC2CC2)N3C=CN=C(C3=O)NC4(CC4)C5=CC=CC=C5OCCNC
DG2EK3,PUR1800,
D0A8KQ,GSK2256294,CC1=NC(=NC(=N1)NC2CCCC(C2)C(=O)NCC3=C(C=C(C=C3)C#N)C(F)(F)F)NC
D09UFV,AZD-5423,CC(C(C1=CC(=CC=C1)OC)OC2=CC3=C(C=C2)N(N=C3)C4=CC=C(C=C4)F)NC(=O)C(F)(F)F
D0G2CQ,WC-3027,
D0I5DS,Meprednisone,CC1CC2C3CCC4=CC(=O)C=CC4(C3C(=O)CC2(C1(C(=O)CO)O)C)C
D0P0HT,Fluorometholone,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
D0T5TU,TPI-1020,
D01OGV,POL-6014,
D05QMG,FR167653,C1CN(NC2=C(C(=NN21)C3=CC=C(C=C3)F)C4=CC=NC=C4)C(=O)C(=O)C5=CC=CC=C5.OS(=O)(=O)O
D06DET,AE-3763,CC(C)C(C(=O)C(F)(F)F)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)CN2CCN(C2=O)CC(=O)O
D0K2MT,ADC-7828,
D0T5GT,CE-1037,CC(C)(CS(=O)(=O)C1=CC=C(C=C1)OC(=O)C(C)(C)C2=CC=C(C=C2)C(C)(C)C(=O)OC3=CC=C(C=C3)S(=O)(=O)CC(C)(C)C(=O)[O-])C(=O)[O-].[Na+].[Na+]
D0U0AU,AZD-9819,CCNC(=O)C1=NC(=C(N(C1=O)C2=CC=CC(=C2)C(F)(F)F)C)C3=CC=NN3C4=CC=C(C=C4)C#N
D0WY9H,ZD-0892,CC(C)C(C(=O)C(F)(F)F)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)C2=CC=C(C=C2)OC
D0X7WK,AZD-6553,
D8PO7Y,BI 1323495,
D0D9NA,Almitrine,C=CCNC1=NC(=NC(=N1)N2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)NCC=C
D02HDG,AQX-1125,CC1(CCC(CC1CO)O)C2CCC3(C(C2CN)CCC3=C)C
D09USN,IC-485,CCC(CC)C(C1C(CC(C1O)C(=O)O)N=C(N)N)NC(=O)C.O.O.O
D0M5BS,ONO-6126,COC1=C(C=C(C=C1)C2(CCN(CC2)CC(=O)NO)C#N)OC3CCCC3
D0T0NG,Arofylline,CCCN1C(=O)C2=C(N=CN2)N(C1=O)C3=CC=C(C=C3)Cl
D04GRB,THRX-198321,
D04MOF,Milveterol+Fluticasone,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F
D04UTT,Olodaterol,CC(C)(CC1=CC=C(C=C1)OC)NCC(C2=C3C(=CC(=C2)O)NC(=O)CO3)O
D0AQ3H,PF-610355,CC(C)(CC1=CC=CC(=C1)CC(=O)NCC2=CC(=CC=C2)C3=CC=C(C=C3)O)NCC(C4=CC(=C(C=C4)O)NS(=O)(=O)C)O
D0C5PA,Sibenadet,C1=CC=C(C=C1)CCOCCCS(=O)(=O)CCNCCC2=C3C(=C(C=C2)O)NC(=O)S3
D0F6AB,AR-C-89855,CC1=CC=C(C=C1)CCOCCNS(=O)(=O)CCCNCCC2=C3C(=C(C=C2)O)NC(=O)S3
D0G0RT,Carmoterol,CC(CC1=CC=C(C=C1)OC)NCC(C2=C3C=CC(=O)NC3=C(C=C2)O)O
D0GP8P,GSK961081,COC1=CC(=C(C=C1CNCC(C2=C3C=CC(=O)NC3=C(C=C2)O)O)Cl)NC(=O)CCN4CCC(CC4)OC(=O)NC5=CC=CC=C5C6=CC=CC=C6
D0J1AV,LAS 100977,C1=CC=C(C=C1)C(COCCCCCCNCC(C2=C3C=CC(=O)NC3=C(C=C2)O)O)(F)F
D0L0GM,Vilanterol,C1=CC(=C(C(=C1)Cl)COCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O)Cl
D0L5YV,Salmeterol,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
D0Q5AT,QVA-149,CCC1=C(C=C2CC(CC2=C1)NCC(C3=C4C=CC(=O)NC4=C(C=C3)O)O)CC.C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-]
D0T6TW,GSK642444,CCC(C)C(C(=O)N1CCSC1)[NH3+]
D0VU2M,TA-2005,CC(CC1=CC=C(C=C1)OC)NCC(C2=C3C=CC(=O)NC3=C(C=C2)O)O.Cl
D0YS2W,PT005,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O.CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O.C(=CC(=O)O)C(=O)O.O
D0F7LE,AZD-0902,
DFV1I4,QBW251,CC(CNC(=O)C1=C(C=C(C(=N1)OC)C(F)(F)F)N)(C(F)(F)F)O
D03PDY,SB-332235,C1=CC(=C(C(=C1)Cl)Cl)NC(=O)NC2=C(C(=C(C=C2)Cl)S(=O)(=O)N)O
D0H8GW,PS-938285,
D0N3QF,AZD-5122,
D0Q0RK,AZD4721,
D0R7XD,GSK1325756,CC1=C(C=CC=C1F)NC(=O)NC2=C(C(=C(C=C2)Cl)S(=O)(=O)C3CCCNC3)O
D0SN7I,SB-656933,C1CN(CCN1)S(=O)(=O)C2=C(C=CC(=C2O)NC(=O)NC3=C(C(=CC=C3)F)Cl)Cl
D0H8XB,Lancovutide,CC1C2C(=O)NC(C(=O)NC(C(=O)NC3CSCC4C(=O)NC(CS1)C(=O)NC(CNCCCCC(NC(=O)C(C(SCC(C(=O)NC(C(=O)NC(C(=O)N4)CCC(=O)N)CCCCN)N)C)NC(=O)C(NC(=O)CNC(=O)C(NC3=O)C(C(=O)O)O)CC(=O)N)C(=O)O)C(=O)NC(C(=O)NCC(=O)N5CCCC5C(=O)NC(C(=O)N2)CC6=CC=CC=C6)CC7=CC=CC=C7)C(C)C)CC8=CC=CC=C8
D0H0ZV,MEDI7814,
D01RVS,AZD5985,CCC1=C(NC(=O)C(=C1)NCC2=NC3=C(C=CC(=C3O2)Cl)Cl)C.CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C
D06XSG,AZD8075,
D0T4SG,AZD1981,CC1=C(C2=C(C=CC=C2N1CC(=O)O)NC(=O)C)SC3=CC=C(C=C3)Cl
D03DJT,Bococizumab,
D08ZEM,Quinazoline derivative 11,COC1=CC(=C(C=C1)Br)C(=O)NN2C(=NC3=CC=CC=C3C2=O)C4=CC=CS4
D0CM5P,Quinazoline derivative 10,COC1=CC(=C(C=C1)Br)C(=O)NN2C(=NC3=CC=CC=C3C2=O)C4=CC=C(C=C4)F
D0EC3H,Quinazoline derivative 12,COC1=CC(=C(C=C1)Br)C(=O)NN2C(=NC3=CC=CC=C3C2=O)C4CC4
D0CS2C,AZD9056,C1C2CC3CC1CC(C2)(C3)CNC(=O)C4=C(C=CC(=C4)CCCNCCCO)Cl
D0C7AA,Ozagrel,C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O
D02TXV,TRN-157,
D07KHH,LAS-34273,C1C[N+]2(CCC1C(C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5.[Br-]
D09LMX,Revatropate,CS(=O)CCC(CO)(C1=CC=CC=C1)C(=O)OC2CN3CCC2CC3
D0BP7C,J-104135,CC(C(CC=CC1=NC2=CC=CC=C2O1)C3=CC4=C(C=C3)OCO4)N(CC5=CC6=CC=CC=C6C=C5)C(=O)C7C(OC(O7)(C(=O)O)C(=O)O)C(=O)O
D0V0JQ,CHF 5407,
D03ESO,GW-3333,CCC(C)C(C(=O)NC1=CC=CC=N1)NC(=O)C(CC(C)C)C(C(C)C)N(C=O)O
D01KHX,Rilmakalim,CC1(C(C(C2=C(O1)C=CC(=C2)S(=O)(=O)C3=CC=CC=C3)N4CCCC4=O)O)C
D03NDI,KCO-912,
D08DKA,Levcromakalim,CC1(C(C(C2=C(O1)C=CC(=C2)C#N)N3CCCC3=O)O)C
D0GT4N,BRL-55834,CC1(C(C(C2=C(O1)C=CC(=C2)C(C(F)(F)F)(F)F)N3CCCCC3=O)O)C
D03DYB,AZD-0275,
D07TTI,AZD-8309,
D0TN3D,AZD-7140,
D00AKQ,O-desulfated heparin,
D0D5VJ,UK-432097,CCNC(=O)C1C(C(C(O1)N2C=NC3=C(N=C(N=C32)C(=O)NCCNC(=O)NC4CCN(CC4)C5=CC=CC=N5)NCC(C6=CC=CC=C6)C7=CC=CC=C7)O)O
D00SLY,Umeclidinium,C1C[N+]2(CCC1(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCOCC5=CC=CC=C5
D05KXJ,GSK233705,
D06CVO,OrM3,
D0L3CQ,Dexpirronium,
D00WUF,Pregabalin,CC(C)CC(CC(=O)O)CN
D0T4TN,Vasoactive intestinal peptide,CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CNC=N4)N
D0G9XS,ADS-0101,
D0E5NY,AZD-2423,CC(C)(C)N1CCNC(C1)C(=O)N2CCN(CC2)C(=O)NC3=CC(=C(C=C3)Cl)F
D0F4QV,GSK2696273,
D02HUY,Debio 0827,CCOC(=O)OC(C)OC(=O)CNC(=O)C(CC1=CC=CC=C1)CSSCC(CCSC)N
D00EUL,PMID28270021-Compound-WO2016054807Example82,
D00FJH,N-acylpiperidine ether derivative 4,
D00MGO,PMID28270021-Compound-WO2016054807Example1,
D00XXZ,N-acylpiperidine ether derivative 1,
D02ETU,PMID28270021-Compound-WO2014152663 701,
D02IBX,"Pyrrolo[2,3-b]pyridine derivative 3",
D02OLJ,N-acylpiperidine ether derivative 7,
D02ZQN,PMID28270021-Compound-WO2013009582Example16,
D03BAY,N-acylpiperidine ether derivative 5,
D04BRW,Five membered heterocyclic benzamide derivative 2,
D04GCC,N-acylpiperidine ether derivative 6,
D04JCD,Six-membered heterocyclic benzamide derivative 6,
D04RXX,N-acylpiperidine ether derivative 2,
D05AQT,PMID28270021-Compound-WO2014078408Example1,
D05MRY,Six-membered heterocyclic benzamide derivative 7,
D06GOT,"Pyrrolo[2,3-b]pyridine derivative 2",
D07AJO,Bicyclic heteroaryl benzamide derivative 9,
D07CPL,Bicyclic heteroaryl benzamide derivative 6,
D07KVL,PMID28270021-Compound-WO2010077680 811,
D07VFQ,Six-membered heterocyclic benzamide derivative 3,
D08BIH,N-acylpyrrolidine ether derivative 2,
D08CZY,PMID28270021-Compound-WO2016054807Example71,
D0AG2A,"Pyrrolo[2,3-d]pyrimidine derivative 4",
D0AU4G,3-amino-5-benzyl-substituted indazole derivative 1,
D0BO1H,PMID28270021-Compound-WO2016054807Example80,
D0C3RK,N-(phenylpyrazolyl)benzamide derivative 1,
D0CG8N,Tri-substituted urea derivative 2,
D0CY3U,Five membered heterocyclic benzamide derivative 3,
D0DN3Q,"Pyrazolo[1,5-a]pyridine derivative 1",
D0DQ5G,"Pyrrolo[3,2-c]pyridine derivative 1",
D0DY5R,Bicyclic heteroaryl benzamide derivative 8,
D0EC4Z,Six-membered heterocyclic benzamide derivative 4,
D0F2BF,PMID28270021-Compound-WO2010077680 803,
D0F8BF,Bicyclic heteroaryl benzamide derivative 2,
D0FL8A,PMID28270021-Compound-WO2010077680 481,
D0H3ZG,Six-membered heterocyclic benzamide derivative 2,
D0HF1A,Bicyclic heteroaryl benzamide derivative 1,
D0I2OO,PMID28270021-Compound-WO2013161919Example85-117,
D0I9FU,Bicyclic heteroaryl benzamide derivative 4,
D0J4CA,PMID28270021-Compound-WO2010077680 103,
D0K6IM,PMID28270021-Compound-WO2010077680 495,
D0KC8X,Bicyclic heteroaryl benzamide derivative 5,
D0LK8E,PMID28270021-Compound-WO2016054807Example112,
D0M8VS,PMID28270021-Compound-WO2015042088Example4,
D0MZ7K,"Triazolo[4,3-b]pyridazine derivative 2",
D0N6NG,Bicyclic heteroaryl benzamide derivative 7,
D0O0GZ,Bicyclic heteroaryl benzamide derivative 3,
D0O8SX,"Pyrazolo[4,3-h]quinazoline-3-carboxamide derivative 1",
D0P8SR,"Pyrrolo[2,3-b]pyridine derivative 1",
D0PY0G,PMID28270021-Compound-WO2010077680 201,
D0QT8L,PMID28270021-Compound-WO2014129431Example8-1,
D0RK6W,"Pyrazolo[4,3-c]pyridine derivative 1",
D0RR8O,"Pyrido[3,2-d]pyrimidine derivative 2",
D0S0II,"Pyrrolo[2,3-d]pyrimidine derivative 3",
D0T0HM,PMID28270021-Compound-WO2010077680 109,
D0T4CF,Five membered heterocyclic benzamide derivative 1,
D0U3RD,"Pyrido[3,2-d]pyrimidine derivative 3",
D0U5XI,PMID28270021-Compound-WO2015042088Example11,
D0UN4M,Six-membered heterocyclic benzamide derivative 5,
D0UQ2G,Tri-substituted urea derivative 1,
D0V9ZJ,"Pyrazolo[1,5-a]pyridine derivative 2",
D0VD5J,PMID28270021-Compound-WO2015042088Example12,
D0WI7N,Imidazo pyridine derivative 1,
D0X1LP,N-acylpiperidine ether derivative 3,
D0X4LA,N-acylpyrrolidine ether derivative 1,
D0Y0XJ,PMID28270021-Compound-WO2013009582Example76,
D0Y1NH,Azaindazole amide derivative 1,
D0YN0I,PMID28270021-Compound-WO2014078408Example26,
D0ZE6H,Six-membered heterocyclic benzamide derivative 1,
D01FZZ,GDC0310,CS(=O)(=O)NC(=O)C1=C(C=C(C(=C1)C2CC2)OCC3(CCN(CC3)CC4=C(C(=CC(=C4)C(F)(F)F)Cl)F)F)F
D0O7QA,PF-05089771,C1=CC(=C(C=C1Cl)C2=C(NN=C2)N)OC3=CC(=C(C=C3Cl)S(=O)(=O)NC4=CSC=N4)F
D04JHN,Hydromorphone,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4
D0E1WI,Fentanyl,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
D0OK6F,TRV734,
D0WE3O,Morphine,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
D00AMQ,Ethanol,CCO
D0R6UV,BMS-690514,COC1=CC=CC(=C1)NC2=NC=NN3C2=C(C=C3)CN4CCC(C(C4)O)N
D08NJE,CR-845,
DDQH94,A277,
D0U0CF,CNTX-0290,
D07VHR,Phenylbutazone,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
D00CMV,ABT-102,CC(C)(C)C1=CC2=C(C=C1)C(CC2)NC(=O)NC3=CC=CC4=C3C=NN4
D0KK9D,CA-011,C1=CC(=CC=C1C2=CSC(=N2)N)[N+](=O)[O-]
D0L5XI,AMG-517,CC(=O)NC1=NC2=C(C=CC=C2S1)OC3=NC=NC(=C3)C4=CC=C(C=C4)C(F)(F)F
D03APM,ABT-110,
DM5PA2,ASP0598,
D0U0KW,Ramelteon,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3
DHJ64U,A186,
DU6SH2,A336,
D02ALZ,ONO-3307,C1=CC(=CC=C1C(=O)OC2=CC=C(C=C2)S(=O)(=O)N)N=C(N)N
D02WQZ,Aprosulate sodium,C(CNC(=O)C(C(C(C(COS(=O)(=O)[O-])OS(=O)(=O)[O-])OC1C(C(C(C(O1)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])CNC(=O)C(C(C(C(COS(=O)(=O)[O-])OS(=O)(=O)[O-])OC2C(C(C(C(O2)COS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-])OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
D03JRG,VU0364739,C1CN(CCC12C(=O)NCN2C3=CC(=CC=C3)F)CCNC(=O)C4=CC5=CC=CC=C5C=C4
D08FTG,Phenindione,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
D0C7GJ,Long-acting factor VIII,
D0KY7S,ISIS-FXI,
D02NHW,GSK-264220A,CC1=C(C=C(O1)S(=O)(=O)N2CCCCC2)NC(=O)NC3=CC=CC=C3
D04TEF,Alpha-1 antitrypsin,
D0X6QL,KGP94,C1=CC(=CC(=C1)O)C(=NNC(=S)N)C2=CC(=CC=C2)Br
D08HXG,PMX-60056,COC1=C(C=C(C=C1)NC(=O)C(CCCCN)N)C(=O)NC(CCCCN)C(=O)NC2=CC(=C(C=C2)OC)C(=O)NC(CCCCN)C(=O)NC3=CC(=C(C=C3)OC)C(=O)NC(CCCCN)C(=O)NC4=CC(=C(C=C4)OC)C(=O)N
D0A2GM,Heparin Calcium,
D0C6ZX,KW-3357,
D0UX6Z,Heparin Sodium,CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O.[Na+]
D08PSU,Lmw heparin,C(C1C(C(C(C(O1)O)NS(=O)(=O)[O-])O)OC2C(C(C(C(O2)C(=O)[O-])O)O)OS(=O)(=O)[O-])OS(=O)(=O)[O-]
D08UUD,R-1663,
D0N2BX,Nadroparin calcium,
D0V2OS,DX-9065,
D03LWO,Desirudin Recombinant,
D05HAD,DP-4088,C1=CC=NC(=C1)C(CNC2=NC=C(N(C2=O)CC(=O)NCC3=C(C=CC=N3)F)Cl)(F)F
D09WKB,Anisindione,COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
D0JQ7Y,Ximelagatran,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N
DUAI04,VT-1598,C1=CC(=CC=C1COC2=CC=C(C=C2)C#CC3=CN=C(C=C3)C(C(CN4C=NN=N4)(C5=C(C=C(C=C5)F)F)O)(F)F)C#N
DB2V8K,ZED1227,CCC(CC)CNC(=O)CN1C=CC=C(C1=O)NC(=O)C(CCC=CC(=O)OC)NC(=O)C2=CN=CN2C
D0A5EN,AMG-714,
D00WBN,ALV-003,
D0CF2Q,Levamisole,C1CSC2=NC(CN21)C3=CC=CC=C3
D0R3EL,GSK184072,CC(C)CC1=NC(=CC(C)C)C(=O)N(C1=O)O
D0K9BV,TVB-2640,
D7K0GP,PT630,
DV74TF,EPZ0330456,
D08QYW,CAR-T Cells targeting EpCAM,
D0M3MN,Leucovorin/5-fluorouracil,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
D07POC,Erlotinib,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
D01KOA,Selpercatinib,CC1=C2C(=CC(=CN2N=C1)OCC3CNCCO3)C4=CN=C(C=N4)N5CC6CC(C5)N6CC7=CN=C(C=C7)OC
D05CBJ,PA-799,CS(=O)(=O)N1CCC2=C(N=C(N=C21)N3CCOCC3)C4=CN=C(N=C4)N
D0O0LS,Entrectinib,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6
D0M9VE,EXISULIND,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O
D07HOB,Irinotecan,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
D08EES,XR-5000,
D08ODH,Atiratecan,CCCCCN1C=NC2=CC=CC3=C2C1=C4CN5C(=CC6=C(C5=O)COC(=O)C6(CC)OC(=O)CN(C)C(=O)CN)C4=N3
D0B6YB,LE-SN38,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)O
D0T2OT,GW-278884,
D70HIN,CCT251545,CN1C=C(C=N1)C2=CC=C(C=C2)C3=CN=CC(=C3N4CCC5(CCNC5=O)CC4)Cl
D0F7YW,MGN-1703,
D08KSU,AP12009,
D06KOM,DN24-02,
D08QZH,Anti-HER2 CAR-T,
D0U3EP,Resveratrol,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O
D0CO9B,Ad-p53,
D0KK4N,ISA-P53-01,
D0YO4C,Xilonix,
D00KDQ,Anti-CEA CAR-T cells,
D03QMY,IDM-2101,
D05ENG,AVX701,
D0O5XF,CeaVac,
D0S0DU,KSB-303,
D0S1QN,Anti-CEA-CAR T,
D0T5DC,CAR-T cells targeting CEA,
D0XP4A,Labetuzumab I-131,
D0Z0EP,CIGB-M3,
D02HKC,MUC1-Poly-ICLC,
D0C9MJ,Anti-MUC1 CAR-T cells,
D00PEN,MGD007,
D00IVN,Navicixizumab,
D04KBL,Bevacizumab,
D06FTM,RG7221,
D0I8YS,RO5520985,
D03CHM,MSC1936369B,C1=CC(=C(C=C1I)F)NC2=C(C=CN=C2)C(=O)NCC(CO)O
D09NCU,GS-6624,
D01IGZ,Napabucasin,CC(=O)C1=CC2=C(O1)C(=O)C3=CC=CC=C3C2=O
D0T2FC,NPC-1C,
D03JTG,Fruquintinib,CC1=C(C2=C(O1)C=C(C=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(=O)NC
D09HNV,Intedanib,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O
D0FB4W,CYAD-101,
D0N4SF,GI-4000,
