target_id,pathway_name
T95913,Chemokine signaling pathway
T95913,HIF-1 signaling pathway
T95913,FoxO signaling pathway
T95913,Phosphatidylinositol signaling system
T95913,Sphingolipid signaling pathway
T95913,mTOR signaling pathway
T95913,PI3K-Akt signaling pathway
T95913,AMPK signaling pathway
T95913,Apoptosis
T95913,Adrenergic signaling in cardiomyocytes
T95913,VEGF signaling pathway
T95913,Osteoclast differentiation
T95913,Focal adhesion
T95913,Signaling pathways regulating pluripotency of stem cells
T95913,Platelet activation
T95913,Toll-like receptor signaling pathway
T95913,Jak-STAT signaling pathway
T95913,Natural killer cell mediated cytotoxicity
T95913,T cell receptor signaling pathway
T95913,B cell receptor signaling pathway
T95913,Fc epsilon RI signaling pathway
T95913,Fc gamma R-mediated phagocytosis
T95913,TNF signaling pathway
T95913,Leukocyte transendothelial migration
T95913,Neurotrophin signaling pathway
T95913,Cholinergic synapse
T95913,Inflammatory mediator regulation of TRP channels
T95913,Regulation of actin cytoskeleton
T95913,Insulin signaling pathway
T95913,Progesterone-mediated oocyte maturation
T95913,Estrogen signaling pathway
T95913,Prolactin signaling pathway
T95913,Thyroid hormone signaling pathway
T95913,Oxytocin signaling pathway
T95913,Regulation of lipolysis in adipocytes
T95913,Type II diabetes mellitus
T95913,Non-alcoholic fatty liver disease (NAFLD)
T95913,Aldosterone-regulated sodium reabsorption
T95913,Carbohydrate digestion and absorption
T95913,Bacterial invasion of epithelial cells
T95913,Chagas disease (American trypanosomiasis)
T95913,Toxoplasmosis
T95913,Amoebiasis
T95913,Hepatitis C
T95913,Hepatitis B
T95913,Measles
T95913,Influenza A
T95913,HTLV-I infection
T95913,Epstein-Barr virus infection
T95913,Pathways in cancer
T95913,Viral carcinogenesis
T95913,Proteoglycans in cancer
T95913,MicroRNAs in cancer
T95913,Colorectal cancer
T95913,Renal cell carcinoma
T95913,Pancreatic cancer
T95913,Endometrial cancer
T95913,Glioma
T95913,Prostate cancer
T95913,Melanoma
T95913,Chronic myeloid leukemia
T95913,Acute myeloid leukemia
T95913,Small cell lung cancer
T95913,Non-small cell lung cancer
T95913,Central carbon metabolism in cancer
T95913,Choline metabolism in cancer
T97587,PI3K-Akt signaling pathway
T97587,Focal adhesion
T97587,ECM-receptor interaction
T97587,Cell adhesion molecules (CAMs)
T97587,Hematopoietic cell lineage
T97587,Leukocyte transendothelial migration
T97587,Intestinal immune network for IgA production
T97587,Regulation of actin cytoskeleton
T97587,Leishmaniasis
T97587,Hypertrophic cardiomyopathy (HCM)
T97587,Arrhythmogenic right ventricular cardiomyopathy (ARVC)
T97587,Dilated cardiomyopathy
T95241,
T15117,
T29500,Calcium signaling pathway
T29500,cGMP-PKG signaling pathway
T29500,Neuroactive ligand-receptor interaction
T29500,Adrenergic signaling in cardiomyocytes
T29500,Vascular smooth muscle contraction
T29500,Salivary secretion
T55959,Dopaminergic synapse
T55959,Parkinson's disease
T55959,Cocaine addiction
T55959,Amphetamine addiction
T55959,Alcoholism
T61484,
T87670,
T93788,cAMP signaling pathway
T93788,Insulin secretion
T99524,Neuroactive ligand-receptor interaction
T31391,Protein digestion and absorption
T62390,Tyrosine metabolism
T62390,Metabolic pathways
T62390,Dopaminergic synapse
T62390,Prolactin signaling pathway
T62390,Parkinson's disease
T62390,Cocaine addiction
T62390,Amphetamine addiction
T62390,Alcoholism
T03573,Phagosome
T03573,Osteoclast differentiation
T03573,B cell receptor signaling pathway
T03573,Fc gamma R-mediated phagocytosis
T03573,Staphylococcus aureus infection
T03573,Tuberculosis
T03573,Measles
T08306,B cell receptor signaling pathway
T25307,
T39977,Tyrosine metabolism
T39977,Phenylalanine metabolism
T41963,
T94718,
T63217,
T82943,
T14755,Cytokine-cytokine receptor interaction
T14755,NF-kappa B signaling pathway
T14755,Cell adhesion molecules (CAMs)
T14755,T cell receptor signaling pathway
T14755,Intestinal immune network for IgA production
T14755,Malaria
T14755,Toxoplasmosis
T14755,Asthma
T14755,Autoimmune thyroid disease
T14755,Systemic lupus erythematosus
T14755,Allograft rejection
T14755,Primary immunodeficiency
T14755,Viral myocarditis
T37539,Cell adhesion molecules (CAMs)
T37539,Hematopoietic cell lineage
T37539,B cell receptor signaling pathway
T63083,Homologous recombination
T63083,Fanconi anemia pathway
T63083,Pathways in cancer
T63083,Pancreatic cancer
T77664,Proteasome
T77664,Cytokine-cytokine receptor interaction
T77664,HIF-1 signaling pathway
T77664,Regulation of autophagy
T77664,TGF-beta signaling pathway
T77664,Osteoclast differentiation
T77664,Antigen processing and presentation
T77664,Jak-STAT signaling pathway
T77664,Natural killer cell mediated cytotoxicity
T77664,T cell receptor signaling pathway
T77664,Type I diabetes mellitus
T77664,Salmonella infection
T77664,Leishmaniasis
T77664,Chagas disease (American trypanosomiasis)
T77664,African trypanosomiasis
T77664,Malaria
T77664,Toxoplasmosis
T77664,Amoebiasis
T77664,Tuberculosis
T77664,Measles
T77664,Influenza A
T77664,Herpes simplex infection
T77664,Epstein-Barr virus infection
T77664,Inflammatory bowel disease (IBD)
T77664,Systemic lupus erythematosus
T77664,Rheumatoid arthritis
T77664,Allograft rejection
T77664,Graft-versus-host disease
T88023,Cytokine-cytokine receptor interaction
T02228,
T02702,
T06569,Nitrogen metabolism
T09826,
T10362,
T10897,Metabolic pathways
T12187,D-Alanine metabolism
T12187,Peptidoglycan biosynthesis
T12187,Metabolic pathways
T12187,Vancomycin resistance
T14582,
T16987,Nitrogen metabolism
T17345,One carbon pool by folate
T17345,Folate biosynthesis
T17345,Metabolic pathways
T19244,
T20401,Nitrogen metabolism
T20401,Proximal tubule bicarbonate reclamation
T20401,Collecting duct acid secretion
T20401,Gastric acid secretion
T20401,Pancreatic secretion
T20401,Bile secretion
T23036,Fatty acid biosynthesis
T23036,Biotin metabolism
T23036,Metabolic pathways
T23036,Fatty acid metabolism
T24634,
T27198,Selenocompound metabolism
T27198,Aminoacyl-tRNA biosynthesis
T27445,
T30520,
T30653,
T31992,Nitrogen metabolism
T32862,
T33193,
T34596,
T38179,
T40126,
T40696,
T41201,
T41820,
T42521,
T43920,
T48472,
T51666,Oxidative phosphorylation
T51666,Collecting duct acid secretion
T51666,Gastric acid secretion
T52227,Pyrimidine metabolism
T52227,One carbon pool by folate
T52227,Metabolic pathways
T58093,
T63140,
T64410,
T66040,
T67801,
T71905,
T72065,
T74225,
T75273,
T78937,
T79001,
T79068,
T82349,
T82723,
T82913,
T83335,
T84972,
T88240,
T88338,
T94309,Glycerolipid metabolism
T94309,Metabolic pathways
T94309,Pancreatic secretion
T94309,Fat digestion and absorption
T94309,Vitamin digestion and absorption
T96215,
T98179,Pantothenate and CoA biosynthesis
T98179,Metabolic pathways
T99912,Tryptophan metabolism
T99912,Metabolic pathways
T63934,Cytokine-cytokine receptor interaction
T63934,Regulation of autophagy
T63934,PI3K-Akt signaling pathway
T63934,Toll-like receptor signaling pathway
T63934,RIG-I-like receptor signaling pathway
T63934,Cytosolic DNA-sensing pathway
T63934,Jak-STAT signaling pathway
T63934,Natural killer cell mediated cytotoxicity
T63934,Tuberculosis
T63934,Hepatitis C
T63934,Hepatitis B
T63934,Measles
T63934,Influenza A
T63934,Herpes simplex infection
T63934,Autoimmune thyroid disease
T66505,Hedgehog signaling pathway
T66505,Pathways in cancer
T66505,Proteoglycans in cancer
T66505,Basal cell carcinoma
T69189,
T45598,Cytokine-cytokine receptor interaction
T45598,Regulation of autophagy
T45598,PI3K-Akt signaling pathway
T45598,Toll-like receptor signaling pathway
T45598,RIG-I-like receptor signaling pathway
T45598,Cytosolic DNA-sensing pathway
T45598,Jak-STAT signaling pathway
T45598,Natural killer cell mediated cytotoxicity
T45598,Tuberculosis
T45598,Hepatitis C
T45598,Hepatitis B
T45598,Measles
T45598,Influenza A
T45598,Herpes simplex infection
T45598,Autoimmune thyroid disease
T54132,Cholinergic synapse
T86192,Adrenergic signaling in cardiomyocytes
T86192,Cholinergic synapse
T86192,Gastric acid secretion
T86192,Pancreatic secretion
T86192,Protein digestion and absorption
T86192,Vibrio cholerae infection
T56697,Wnt signaling pathway
T34123,
T55012,
T60693,Neuroactive ligand-receptor interaction
T61698,Cytokine-cytokine receptor interaction
T61698,PI3K-Akt signaling pathway
T61698,Jak-STAT signaling pathway
T61698,T cell receptor signaling pathway
T61698,Intestinal immune network for IgA production
T61698,Type I diabetes mellitus
T61698,Chagas disease (American trypanosomiasis)
T61698,Measles
T61698,HTLV-I infection
T61698,Autoimmune thyroid disease
T61698,Inflammatory bowel disease (IBD)
T61698,Allograft rejection
T61698,Graft-versus-host disease
T06575,
T11253,MAPK signaling pathway
T11253,VEGF signaling pathway
T11253,Amoebiasis
T11253,Epstein-Barr virus infection
T13260,Steroid hormone biosynthesis
T13260,Metabolic pathways
T13260,Ovarian steroidogenesis
T14597,ErbB signaling pathway
T14597,Calcium signaling pathway
T14597,HIF-1 signaling pathway
T14597,Focal adhesion
T14597,Adherens junction
T14597,Pathways in cancer
T14597,Proteoglycans in cancer
T14597,MicroRNAs in cancer
T14597,Pancreatic cancer
T14597,Endometrial cancer
T14597,Prostate cancer
T14597,Bladder cancer
T14597,Non-small cell lung cancer
T14597,Central carbon metabolism in cancer
T17687,
T19579,Cytokine-cytokine receptor interaction
T19579,Endocytosis
T19579,PI3K-Akt signaling pathway
T19579,Jak-STAT signaling pathway
T19579,Measles
T19579,HTLV-I infection
T19579,Transcriptional misregulation in cancer
T35591,Adherens junction
T43189,
T47863,
T63178,
T63966,Ras signaling pathway
T63966,Rap1 signaling pathway
T63966,Cytokine-cytokine receptor interaction
T63966,HIF-1 signaling pathway
T63966,Endocytosis
T63966,PI3K-Akt signaling pathway
T63966,Focal adhesion
T63966,Transcriptional misregulation in cancer
T63966,Rheumatoid arthritis
T68517,
T73342,
T75243,ErbB signaling pathway
T75243,HIF-1 signaling pathway
T75243,mTOR signaling pathway
T75243,PI3K-Akt signaling pathway
T75243,AMPK signaling pathway
T75243,Insulin signaling pathway
T75243,Thyroid hormone signaling pathway
T75243,Adipocytokine signaling pathway
T75243,Type II diabetes mellitus
T75243,Pathways in cancer
T75243,Proteoglycans in cancer
T75243,MicroRNAs in cancer
T75243,Glioma
T75243,Prostate cancer
T75243,Acute myeloid leukemia
T75243,Central carbon metabolism in cancer
T75243,Choline metabolism in cancer
T77190,
T78114,Complement and coagulation cascades
T78114,Hematopoietic cell lineage
T78114,Viral myocarditis
T11843,Ubiquinone and other terpenoid-quinone biosynthesis
T19414,
T20297,
T43332,Complement and coagulation cascades
T45299,Complement and coagulation cascades
T45299,Transcriptional misregulation in cancer
T72702,Complement and coagulation cascades
T83369,Complement and coagulation cascades
T88182,Ubiquinone and other terpenoid-quinone biosynthesis
T77236,Lysosome
T93653,Lysosome
T21123,Pathways in cancer
T21123,Renal cell carcinoma
T29130,Chemokine signaling pathway
T29130,HIF-1 signaling pathway
T29130,FoxO signaling pathway
T29130,Signaling pathways regulating pluripotency of stem cells
T29130,Jak-STAT signaling pathway
T29130,Prolactin signaling pathway
T29130,Adipocytokine signaling pathway
T29130,Toxoplasmosis
T29130,Hepatitis C
T29130,Hepatitis B
T29130,Measles
T29130,Epstein-Barr virus infection
T29130,Pathways in cancer
T29130,Viral carcinogenesis
T29130,Proteoglycans in cancer
T29130,MicroRNAs in cancer
T29130,Pancreatic cancer
T29130,Acute myeloid leukemia
T29130,Inflammatory bowel disease (IBD)
T34867,
T41003,Pathways in cancer
T41003,Renal cell carcinoma
T44771,MAPK signaling pathway
T44771,Cytokine-cytokine receptor interaction
T44771,FoxO signaling pathway
T44771,Cell cycle
T44771,Endocytosis
T44771,TGF-beta signaling pathway
T44771,Osteoclast differentiation
T44771,Hippo signaling pathway
T44771,Leishmaniasis
T44771,Chagas disease (American trypanosomiasis)
T44771,Malaria
T44771,Toxoplasmosis
T44771,Amoebiasis
T44771,Tuberculosis
T44771,Hepatitis B
T44771,HTLV-I infection
T44771,Pathways in cancer
T44771,Proteoglycans in cancer
T44771,MicroRNAs in cancer
T44771,Colorectal cancer
T44771,Renal cell carcinoma
T44771,Pancreatic cancer
T44771,Chronic myeloid leukemia
T44771,Inflammatory bowel disease (IBD)
T44771,Rheumatoid arthritis
T44771,Hypertrophic cardiomyopathy (HCM)
T44771,Dilated cardiomyopathy
T45758,Cytokine-cytokine receptor interaction
T45758,NF-kappa B signaling pathway
T45758,Cell adhesion molecules (CAMs)
T45758,Toll-like receptor signaling pathway
T45758,Intestinal immune network for IgA production
T45758,Malaria
T45758,Toxoplasmosis
T45758,HTLV-I infection
T45758,Epstein-Barr virus infection
T45758,Transcriptional misregulation in cancer
T45758,Asthma
T45758,Autoimmune thyroid disease
T45758,Systemic lupus erythematosus
T45758,Allograft rejection
T45758,Primary immunodeficiency
T45758,Viral myocarditis
T46084,Cytokine-cytokine receptor interaction
T46084,FoxO signaling pathway
T46084,Apoptosis
T46084,Natural killer cell mediated cytotoxicity
T46084,Measles
T46084,Influenza A
T51748,HIF-1 signaling pathway
T51748,mTOR signaling pathway
T51748,Thyroid hormone signaling pathway
T51748,Pathways in cancer
T51748,Proteoglycans in cancer
T51748,Renal cell carcinoma
T51748,Central carbon metabolism in cancer
T51748,Choline metabolism in cancer
T52450,PPAR signaling pathway
T52450,Pathways in cancer
T52450,Bladder cancer
T52450,Rheumatoid arthritis
T62166,
T64969,
T71479,
T73475,Wnt signaling pathway
T77009,
T86254,PI3K-Akt signaling pathway
T86254,Focal adhesion
T86254,ECM-receptor interaction
T86254,MicroRNAs in cancer
T01110,
T01358,
T05031,Inositol phosphate metabolism
T05031,ErbB signaling pathway
T05031,Ras signaling pathway
T05031,Rap1 signaling pathway
T05031,cGMP-PKG signaling pathway
T05031,cAMP signaling pathway
T05031,Chemokine signaling pathway
T05031,HIF-1 signaling pathway
T05031,FoxO signaling pathway
T05031,Phosphatidylinositol signaling system
T05031,Sphingolipid signaling pathway
T05031,mTOR signaling pathway
T05031,PI3K-Akt signaling pathway
T05031,AMPK signaling pathway
T05031,Apoptosis
T05031,Adrenergic signaling in cardiomyocytes
T05031,VEGF signaling pathway
T05031,Osteoclast differentiation
T05031,Focal adhesion
T05031,Signaling pathways regulating pluripotency of stem cells
T05031,Platelet activation
T05031,Toll-like receptor signaling pathway
T05031,Jak-STAT signaling pathway
T05031,Natural killer cell mediated cytotoxicity
T05031,T cell receptor signaling pathway
T05031,B cell receptor signaling pathway
T05031,Fc epsilon RI signaling pathway
T05031,Fc gamma R-mediated phagocytosis
T05031,TNF signaling pathway
T05031,Leukocyte transendothelial migration
T05031,Neurotrophin signaling pathway
T05031,Cholinergic synapse
T05031,Inflammatory mediator regulation of TRP channels
T05031,Regulation of actin cytoskeleton
T05031,Insulin signaling pathway
T05031,Progesterone-mediated oocyte maturation
T05031,Estrogen signaling pathway
T05031,Prolactin signaling pathway
T05031,Thyroid hormone signaling pathway
T05031,Oxytocin signaling pathway
T05031,Regulation of lipolysis in adipocytes
T05031,Type II diabetes mellitus
T05031,Non-alcoholic fatty liver disease (NAFLD)
T05031,Aldosterone-regulated sodium reabsorption
T05031,Carbohydrate digestion and absorption
T05031,Bacterial invasion of epithelial cells
T05031,Chagas disease (American trypanosomiasis)
T05031,Toxoplasmosis
T05031,Amoebiasis
T05031,Hepatitis C
T05031,Hepatitis B
T05031,Measles
T05031,Influenza A
T05031,HTLV-I infection
T05031,Epstein-Barr virus infection
T05031,Pathways in cancer
T05031,Viral carcinogenesis
T05031,Proteoglycans in cancer
T05031,Colorectal cancer
T05031,Renal cell carcinoma
T05031,Pancreatic cancer
T05031,Endometrial cancer
T05031,Glioma
T05031,Prostate cancer
T05031,Melanoma
T05031,Chronic myeloid leukemia
T05031,Acute myeloid leukemia
T05031,Small cell lung cancer
T05031,Non-small cell lung cancer
T05031,Central carbon metabolism in cancer
T05031,Choline metabolism in cancer
T07191,
T09058,
T11241,Sphingolipid signaling pathway
T11241,Neuroactive ligand-receptor interaction
T12108,
T13176,
T13201,Nitrogen metabolism
T14342,
T15000,Cell adhesion molecules (CAMs)
T15000,T cell receptor signaling pathway
T15000,Autoimmune thyroid disease
T15000,Rheumatoid arthritis
T16347,Adherens junction
T16347,Insulin signaling pathway
T17629,
T17758,NF-kappa B signaling pathway
T17758,Complement and coagulation cascades
T17758,Transcriptional misregulation in cancer
