target_id,disease_name,target_disease_approval_status
T38284,Gram-positive bacterial infection,Investigative
T40696,Gram-positive bacterial infection,Approved
T47101,Gram-positive bacterial infection,Investigative
T47941,Gram-positive bacterial infection,Phase 2
T52227,Gram-positive bacterial infection,Approved
T53524,Gram-positive bacterial infection,Investigative
T53601,Gram-positive bacterial infection,Approved
T59102,Gram-positive bacterial infection,Investigative
T59328,Gram-positive bacterial infection,Investigative
T64410,Gram-positive bacterial infection,Phase 2
T71905,Gram-positive bacterial infection,Phase 2
T75440,Gram-positive bacterial infection,Investigative
T85943,Gram-positive bacterial infection,Investigative
T88240,Gram-positive bacterial infection,Approved
T88338,Gram-positive bacterial infection,Phase 2
T89515,Gram-positive bacterial infection,Investigative
T65755,Gynecologic cancer,Phase 2
T14597,Head and neck cancer,Phase 2
T15739,Head and neck cancer,Phase 2
T15783,Head and neck cancer,Phase 1/2
T19579,Head and neck cancer,Phase 1
T26623,Head and neck cancer,Discontinued in Phase 2
T26851,Head and neck cancer,Phase 2
T28484,Head and neck cancer,Phase 2
T30938,Head and neck cancer,Phase 2
T35486,Head and neck cancer,Phase 2
T40111,Head and neck cancer,Phase 2
T40474,Head and neck cancer,Phase 1
T41560,Head and neck cancer,Phase 1/2
T45598,Head and neck cancer,Terminated
T47863,Head and neck cancer,Phase 2/3
T48429,Head and neck cancer,Phase 1/2
T51693,Head and neck cancer,Phase 2
T55922,Head and neck cancer,Terminated
T59328,Head and neck cancer,Phase 3
T60366,Head and neck cancer,Investigative
T62449,Head and neck cancer,Phase 1
T63178,Head and neck cancer,Phase 1
T75243,Head and neck cancer,Phase 2
T80975,Head and neck cancer,Phase 1
T82494,Head and neck cancer,Phase 1/2
T85554,Head and neck cancer,Phase 2
T86052,Head and neck cancer,Phase 1/2
T86350,Head and neck cancer,Phase 2
T86836,Head and neck cancer,Discontinued in Phase 2
T87946,Head and neck cancer,Phase 2
T89697,Head and neck cancer,Phase 1
T95913,Head and neck cancer,Phase 2
T99338,Head and neck cancer,Phase 2
T99948,Head and neck cancer,Phase 3
T22977,Head injury,Terminated
T16117,Headache,Phase 2
T47768,Headache,Phase 1
T51487,Headache,Approved
T52921,Headache,Phase 1
T77913,Headache,Approved
T81183,Headache,Approved
T85605,Headache,Approved
T82051,Hearing disorder,Investigative
T05409,Heart disease,Terminated
T23499,Heart disease,Terminated
T28076,Heart disease,Phase 3
T40474,Heart disease,Phase 3
T63505,Heart disease,Phase 2
T71230,Heart disease,Phase 2
T79473,Heart disease,Terminated
T89213,Heart disease,Preclinical
T01777,Heart failure,Discontinued in Phase 3
T03917,Heart failure,Approved
T04394,Heart failure,Phase 1
T04773,Heart failure,Phase 3
T05114,Heart failure,Phase 1
T05409,Heart failure,Approved
T06182,Heart failure,Phase 2
T11211,Heart failure,Phase 1
T12966,Heart failure,Approved
T15377,Heart failure,Phase 2
T17852,Heart failure,Phase 2
T19693,Heart failure,Approved
T21945,Heart failure,Phase 2
T23471,Heart failure,Phase 1
T30085,Heart failure,Approved
T32578,Heart failure,Phase 3
T33245,Heart failure,Phase 2
T33754,Heart failure,Approved
T36053,Heart failure,Approved
T40800,Heart failure,Approved
T40954,Heart failure,Phase 2/3
T44068,Heart failure,Approved
T45993,Heart failure,Preclinical
T46185,Heart failure,Discontinued in Phase 2
T52921,Heart failure,Phase 2
T54771,Heart failure,Phase 2
T57680,Heart failure,Phase 2
T58772,Heart failure,Phase 2
T61581,Heart failure,Phase 2
T64213,Heart failure,Phase 2
T65074,Heart failure,Phase 1
T65198,Heart failure,Phase 3
T65783,Heart failure,Phase 1
T66237,Heart failure,Phase 3
T66426,Heart failure,Phase 2
T67162,Heart failure,Approved
T71230,Heart failure,Approved
T72168,Heart failure,Approved
T74456,Heart failure,Phase 2
T74937,Heart failure,Phase 2
T75888,Heart failure,Terminated
T82577,Heart failure,Approved
T85523,Heart failure,Phase 3
T86591,Heart failure,Discontinued in Phase 2
T88975,Heart failure,Approved
T92072,Heart failure,Phase 3
T92328,Heart failure,Discontinued in Phase 2
T51666,Helicobacter infection,Investigative
T92687,Helicobacter infection,Approved
T24836,Hemangioma,Approved
T05152,Hepatitis virus infection,Approved
T14342,Hepatitis virus infection,Approved
T14597,Hepatitis virus infection,Patented
T23547,Hepatitis virus infection,Phase 2
T40111,Hepatitis virus infection,Approved
T40492,Hepatitis virus infection,Approved
T45598,Hepatitis virus infection,Phase 2
T53903,Hepatitis virus infection,Discontinued in Phase 1/2
T56518,Hepatitis virus infection,Approved
T59328,Hepatitis virus infection,Patented
T71501,Hepatitis virus infection,Approved
T80896,Hepatitis virus infection,Phase 3
T81443,Hepatitis virus infection,Phase 1
T16340,Hidradenitis suppurativa,Phase 2
T21307,Hidradenitis suppurativa,Phase 2
T56923,Hidradenitis suppurativa,Phase 2
T60708,Hidradenitis suppurativa,Phase 2
T62460,Hidradenitis suppurativa,Phase 2
T27265,Hirsutism,Phase 3
T01110,Hodgkin lymphoma,Phase 2
T01232,Hodgkin lymphoma,Phase 2
T02262,Hodgkin lymphoma,Phase 2
T03313,Hodgkin lymphoma,Phase 1
T56365,Hodgkin lymphoma,Phase 0
T59001,Hodgkin lymphoma,Phase 2
T59631,Hodgkin lymphoma,Approved
T62449,Hodgkin lymphoma,Phase 1
T64213,Hodgkin lymphoma,Phase 2
T69707,Hodgkin lymphoma,Phase 2
T76233,Hodgkin lymphoma,Phase 2
T78318,Hodgkin lymphoma,Phase 2
T78692,Hodgkin lymphoma,Phase 2
T86836,Hodgkin lymphoma,Approved
T88023,Hodgkin lymphoma,Approved
T71398,Hydrocephalus,Approved
T67162,Hyperaemia,Approved
T84621,Hyperaldosteronism,Investigative
T40800,Hyperhidrosis,Approved
T38810,Hyperlipidemia,Phase 2
T86591,Hyperlipidemia,Approved
T01777,Hypertension,Approved
T03917,Hypertension,Phase 2
T05409,Hypertension,Phase 3
T06046,Hypertension,Phase 2
T06182,Hypertension,Phase 1
T07663,Hypertension,Approved
T09909,Hypertension,Approved
T10965,Hypertension,Phase 2/3
T15117,Hypertension,Approved
T15377,Hypertension,Discontinued in Phase 1
T17140,Hypertension,Phase 1
T22118,Hypertension,Approved
T23499,Hypertension,Phase 2
T25663,Hypertension,Terminated
T29500,Hypertension,Approved
T30834,Hypertension,Discontinued in Phase 1
T31424,Hypertension,Approved
T31956,Hypertension,Phase 2
T32060,Hypertension,Discontinued in Phase 2
T32247,Hypertension,Terminated
T35734,Hypertension,Phase 2
T41580,Hypertension,Withdrawn from market
T43920,Hypertension,Approved
T44068,Hypertension,Approved
T45287,Hypertension,Phase 2
T45993,Hypertension,Approved
T47094,Hypertension,Phase 2
T48873,Hypertension,Approved
T49526,Hypertension,Approved
T51408,Hypertension,Approved
T52173,Hypertension,Approved
T52522,Hypertension,Phase 2
T53381,Hypertension,Approved
T55302,Hypertension,Investigative
T57680,Hypertension,Approved
T59056,Hypertension,Phase 2
T59174,Hypertension,Terminated
T61581,Hypertension,Discontinued in Phase 1
T61622,Hypertension,Approved
T62151,Hypertension,Approved
T63201,Hypertension,Phase 2
T64795,Hypertension,Approved
T67102,Hypertension,Terminated
T67162,Hypertension,Approved
T67952,Hypertension,Approved
T68315,Hypertension,Phase 2
T68967,Hypertension,Phase 1/2
T69619,Hypertension,Approved
T70071,Hypertension,Terminated
T71230,Hypertension,Phase 2
T72038,Hypertension,Phase 2
T72168,Hypertension,Approved
T72835,Hypertension,Phase 2/3
T74456,Hypertension,Approved
T74654,Hypertension,Approved
T75984,Hypertension,Approved
T76685,Hypertension,Discontinued in Phase 1
T77365,Hypertension,Phase 3
T78709,Hypertension,Approved
T79232,Hypertension,Approved
T79961,Hypertension,Approved
T81183,Hypertension,Approved
T82266,Hypertension,Approved
T82577,Hypertension,Approved
T82624,Hypertension,Approved
T83011,Hypertension,Approved
T84316,Hypertension,Approved
T84886,Hypertension,Approved
T85574,Hypertension,Phase 2
T86679,Hypertension,Phase 2
T89213,Hypertension,Preclinical
T92072,Hypertension,Discontinued in Phase 2
T92609,Hypertension,Approved
T92828,Hypertension,Phase 2
T93878,Hypertension,Approved
T99954,Hypertension,Discontinued in Phase 2
T35842,Hypoactive sexual desire dysfunction,Approved
T72458,Hypoactive sexual desire dysfunction,Approved
T78709,Hypoactive sexual desire dysfunction,Phase 2
T01777,Hypotension,Approved
T05409,Hypotension,Phase 2
T06046,Hypotension,Phase 2
T07400,Hypotension,Phase 2/3
T23499,Hypotension,Phase 3
T27602,Hypotension,Terminated
T49493,Hypotension,Discontinued in Phase 3
T67162,Hypotension,Approved
T70967,Hypotension,Approved
T74456,Hypotension,Discontinued in Phase 2
T82577,Hypotension,Phase 1
T06020,Idiopathic inflammatory myopathy,Phase 2
T01232,Immunodeficiency,Phase 1/2
T03661,Immunodeficiency,Phase 3
T93662,Immunodeficiency,Approved
T06955,Immunoproliferative disorder,Phase 1
T56365,Immunoproliferative disorder,Phase 1
T88023,Immunoproliferative disorder,Phase 1/2
T21112,Impetigo,Approved
T22348,Impetigo,Approved
T40696,Impetigo,Approved
T53601,Impetigo,Approved
T75273,Impetigo,Approved
T19414,Injury,Phase 3
T78111,Insecticide,Approved
T11072,Insomnia,Phase 2
T20401,Insomnia,Approved
T27376,Insomnia,Approved
T27812,Insomnia,Phase 3
T28722,Insomnia,Approved
T32060,Insomnia,Phase 3
T37693,Insomnia,Approved
T48268,Insomnia,Approved
T51426,Insomnia,Clinical trial
T51487,Insomnia,Approved
T54128,Insomnia,Approved
T54644,Insomnia,Preclinical
T57392,Insomnia,Approved
T64795,Insomnia,Phase 2
T67162,Insomnia,Approved
T69485,Insomnia,Approved
T73482,Insomnia,Phase 2
T75440,Insomnia,Approved
T75498,Insomnia,Approved
T76685,Insomnia,Approved
T77913,Insomnia,Approved
T78709,Insomnia,Phase 2
T80387,Insomnia,Approved
T85605,Insomnia,Phase 3
T86671,Insomnia,Approved
T97613,Insomnia,Approved
T79232,Intermittent explosive disorder,Phase 1/2
T23348,Intracranial embolism,Phase 2
T80896,Irregularities,Withdrawn from market
T89534,Irregularities,Withdrawn from market
T09130,Irritable bowel syndrome,Approved
T28893,Irritable bowel syndrome,Approved
T29683,Irritable bowel syndrome,Discontinued in Phase 2
T31204,Irritable bowel syndrome,Investigative
T33754,Irritable bowel syndrome,Phase 2
T36075,Irritable bowel syndrome,Phase 2
T45083,Irritable bowel syndrome,Phase 2
T45262,Irritable bowel syndrome,Discontinued in Phase 2
T45993,Irritable bowel syndrome,Phase 2
T47094,Irritable bowel syndrome,Discontinued in Phase 2
T47768,Irritable bowel syndrome,Approved
T51408,Irritable bowel syndrome,Terminated
T52790,Irritable bowel syndrome,Phase 3
T52921,Irritable bowel syndrome,Preclinical
T56556,Irritable bowel syndrome,Approved
T59679,Irritable bowel syndrome,Approved
T60693,Irritable bowel syndrome,Phase 3
T61744,Irritable bowel syndrome,Phase 2
T62306,Irritable bowel syndrome,Phase 1
T63967,Irritable bowel syndrome,Phase 2
T64382,Irritable bowel syndrome,Phase 2
T64591,Irritable bowel syndrome,Approved
T75440,Irritable bowel syndrome,Phase 2
T77400,Irritable bowel syndrome,Phase 2
T79961,Irritable bowel syndrome,Approved
T82266,Irritable bowel syndrome,Phase 3
T83145,Irritable bowel syndrome,Approved
T84133,Irritable bowel syndrome,Phase 2
T84160,Irritable bowel syndrome,Phase 4
T85605,Irritable bowel syndrome,Phase 4
T92403,Irritable bowel syndrome,Approved
T97947,Irritable bowel syndrome,Approved
T99816,Irritable bowel syndrome,Phase 2
T98269,Irritant contact dermatitis,Patented
T15784,Ischemia,Phase 2
T29303,Ischemia,Terminated
T36059,Ischemia,Investigative
T37693,Ischemia,Discontinued in Phase 2
T45074,Ischemia,Terminated
T59328,Ischemia,Approved
T63505,Ischemia,Approved
T76685,Ischemia,Discontinued in Phase 2
T85943,Ischemia,Approved
T92144,Ischemia,Investigative
T99566,Ischemia,Phase 3
T27770,Ischemic heart disease,Phase 3
T47164,Ischemic heart disease,Investigative
T49049,Ischemic heart disease,Investigative
T58992,Ischemic heart disease,Investigative
T05904,Itching,Investigative
T67162,Itching,Approved
T54055,Joint lubricant,Approved
T03403,Joint pain,Approved
T78709,Juvenile idiopathic arthritis,Phase 3
T93440,Juvenile idiopathic arthritis,Phase 3
T13726,Kaposi sarcoma,Approved
T21112,Kaposi sarcoma,Approved
T46456,Kaposi sarcoma,Approved
T52450,Kaposi sarcoma,Discontinued in Phase 3
T60077,Kaposi sarcoma,Approved
T61657,Kaposi sarcoma,Approved
T68251,Kaposi sarcoma,Discontinued in Phase 3
T73475,Kaposi sarcoma,Discontinued in Phase 3
T73756,Kaposi sarcoma,Phase 2
T82146,Kaposi sarcoma,Approved
T86836,Kaposi sarcoma,Approved
T96079,Kaposi sarcoma,Preclinical
T11822,Kinetoplastids,Investigative
T46456,Kinetoplastids,Investigative
T99616,Kinetoplastids,Investigative
T09092,Knee osteoarthritis,Phase 2
T40016,Knee osteoarthritis,Phase 3
T53139,Knee osteoarthritis,Phase 2
T66665,Knee osteoarthritis,Approved
T83193,Knee osteoarthritis,Phase 3
T74066,Leiomyosarcoma,Phase 2/3
T85943,Leiomyosarcoma,Phase 3
T08326,Leishmaniasis,Phase 1
T31479,Leishmaniasis,Approved
T97257,Lesion,Discontinued in Phase 2
T00176,Liposarcoma,Phase 1
T14602,Liposarcoma,Phase 3
T15739,Liposarcoma,Phase 1
T51407,Liposarcoma,Phase 3
T85799,Liposarcoma,Phase 1
T08391,Liver cancer,Investigative
T10828,Liver cancer,Phase 1
T25307,Liver cancer,Preclinical
T31299,Liver cancer,Phase 1
T35040,Liver cancer,Phase 2
T37434,Liver cancer,Phase 1
T41171,Liver cancer,Phase 1
T43206,Liver cancer,Preclinical
T47863,Liver cancer,Phase 1/2
T48069,Liver cancer,Phase 2
T49493,Liver cancer,Terminated
T51803,Liver cancer,Phase 1
T54379,Liver cancer,Phase 1
T59631,Liver cancer,Phase 3
T63986,Liver cancer,Phase 1
T74002,Liver cancer,Phase 3
T80975,Liver cancer,Phase 3
T86052,Liver cancer,Phase 1/2
T86836,Liver cancer,Approved
T90989,Liver cancer,Phase 1/2
T96144,Liver cancer,Phase 3
T11754,Liver disease,Phase 2
T16156,Liver disease,Phase 3
T30085,Liver disease,Phase 3
T40474,Liver disease,Phase 1
T49571,Liver disease,Phase 2
T79232,Localisation,Approved
T09826,Lung cancer,Approved
T11253,Lung cancer,Investigative
T11451,Lung cancer,Phase 1
T12097,Lung cancer,Phase 1/2
T14597,Lung cancer,Approved
T15797,Lung cancer,Preclinical
T16601,Lung cancer,Phase 3
T18779,Lung cancer,Phase 2/3
T20474,Lung cancer,Phase 3
T20761,Lung cancer,Phase 3
T22350,Lung cancer,Phase 1
T29960,Lung cancer,Phase 1
T31391,Lung cancer,Preclinical
T33765,Lung cancer,Phase 2
T35486,Lung cancer,Phase 2
T38284,Lung cancer,Phase 2
T42854,Lung cancer,Phase 1/2
T49493,Lung cancer,Phase 3
T50461,Lung cancer,Phase 2
T52450,Lung cancer,Approved
T52624,Lung cancer,Phase 3
T53024,Lung cancer,Phase 1/2
T53524,Lung cancer,Phase 1
T53764,Lung cancer,Preclinical
T56418,Lung cancer,Approved
T57700,Lung cancer,Phase 2
T59328,Lung cancer,Approved
T61698,Lung cancer,Phase 2/3
T64969,Lung cancer,Phase 1/2
T65868,Lung cancer,Investigative
T68251,Lung cancer,Approved
T68517,Lung cancer,Phase 2
T71164,Lung cancer,Phase 2
T73475,Lung cancer,Approved
T75243,Lung cancer,Phase 2
T78114,Lung cancer,Phase 1/2
T80975,Lung cancer,Phase 2
T82083,Lung cancer,Discontinued in Phase 3
T82277,Lung cancer,Phase 1/2
T84397,Lung cancer,Investigative
T87108,Lung cancer,Phase 1/2
T89697,Lung cancer,Phase 3
T90782,Lung cancer,Discontinued in Phase 3
T92689,Lung cancer,Discontinued in Phase 3
T93515,Lung cancer,Discontinued in Phase 3
T95899,Lung cancer,Phase 3
T96144,Lung cancer,Phase 2
T75243,Lymphangioleiomyomatosis,Phase 1
T01232,Lymphoma,Phase 2
T02318,Lymphoma,Discontinued in Phase 1
T02532,Lymphoma,Phase 2
T02551,Lymphoma,Phase 1/2
T03513,Lymphoma,Phase 1/2
T05090,Lymphoma,Phase 1/2
T06955,Lymphoma,Phase 1
T07173,Lymphoma,Phase 1
T07394,Lymphoma,Phase 1
T09826,Lymphoma,Phase 1
T10191,Lymphoma,Phase 3
T11822,Lymphoma,Phase 2
T13127,Lymphoma,Phase 1
T14597,Lymphoma,Phase 2
T14676,Lymphoma,Phase 3
T14755,Lymphoma,Phase 2
T16739,Lymphoma,Phase 2
T16769,Lymphoma,Phase 2
T17687,Lymphoma,Phase 4
T20761,Lymphoma,Phase 3
T20891,Lymphoma,Phase 1
T27861,Lymphoma,Phase 1
T28484,Lymphoma,Phase 1
T30418,Lymphoma,Phase 1
T33636,Lymphoma,Phase 1
T35173,Lymphoma,Phase 1/2
T37539,Lymphoma,Phase 1/2
T37952,Lymphoma,Phase 1/2
T40276,Lymphoma,Phase 3
T40694,Lymphoma,Investigative
T43115,Lymphoma,Phase 1
T44458,Lymphoma,Phase 1
T45196,Lymphoma,Phase 1
T47387,Lymphoma,Investigative
T49453,Lymphoma,Phase 1
T51191,Lymphoma,Phase 1/2
T54582,Lymphoma,Phase 1
T55398,Lymphoma,Phase 1
T55610,Lymphoma,Phase 4
T55860,Lymphoma,Phase 1
T56365,Lymphoma,Phase 2
T56418,Lymphoma,Investigative
T58238,Lymphoma,Phase 2
T58298,Lymphoma,Phase 1
T59001,Lymphoma,Phase 1/2
T59328,Lymphoma,Phase 2
T59631,Lymphoma,Phase 1
T61683,Lymphoma,Phase 1/2
T61698,Lymphoma,Phase 2
T62449,Lymphoma,Phase 1
T64567,Lymphoma,Phase 2
T64987,Lymphoma,Phase 1
T65236,Lymphoma,Phase 1/2
T65755,Lymphoma,Phase 1/2
T66266,Lymphoma,Phase 1
T66693,Lymphoma,Phase 1/2
T67162,Lymphoma,Phase 1/2
T67619,Lymphoma,Phase 2
T67849,Lymphoma,Phase 1/2
T68536,Lymphoma,Phase 1
T68547,Lymphoma,Phase 1/2
T70176,Lymphoma,Phase 1
T71167,Lymphoma,Phase 1
T71205,Lymphoma,Phase 1/2
T71266,Lymphoma,Phase 2
T71377,Lymphoma,Phase 1
T73215,Lymphoma,Phase 3
T75243,Lymphoma,Phase 1
T76233,Lymphoma,Phase 1
T76396,Lymphoma,Phase 1
T81892,Lymphoma,Phase 2
T83797,Lymphoma,Phase 1
T84780,Lymphoma,Phase 2
T85435,Lymphoma,Investigative
T85554,Lymphoma,Phase 1
T88023,Lymphoma,Phase 2
T89697,Lymphoma,Phase 1
T89873,Lymphoma,Phase 1/2
T91894,Lymphoma,Phase 2
T92057,Lymphoma,Phase 2
T93923,Lymphoma,Phase 1
T94718,Lymphoma,Phase 1
T95913,Lymphoma,Phase 1
T96144,Lymphoma,Phase 1
T97008,Lymphoma,Phase 1
T97136,Lymphoma,Phase 1/2
T97155,Lymphoma,Phase 1
T97766,Lymphoma,Phase 1
T99160,Lymphoma,Phase 1/2
T99338,Lymphoma,Phase 1
T99566,Lymphoma,Phase 2
T99704,Lymphoma,Phase 1
T99948,Lymphoma,Phase 1/2
T20761,Macular degeneration,Patented
T26851,Macular degeneration,Phase 2
T31946,Macular degeneration,Phase 2
T52624,Macular degeneration,Phase 2
T60708,Macular degeneration,Approved
T60708,Macular degeneration,Phase 2
T63966,Macular degeneration,Phase 2
T87024,Macular degeneration,Discontinued in Phase 2
T96721,Macular degeneration,Phase 2
T00140,Malaria,Investigative
T00895,Malaria,Approved
T01318,Malaria,Approved
T01822,Malaria,Phase 2
T02134,Malaria,Investigative
T04079,Malaria,Phase 2
T04820,Malaria,Investigative
T06841,Malaria,Investigative
T07289,Malaria,Approved
T07569,Malaria,Approved
T08884,Malaria,Phase 2
T13251,Malaria,Investigative
T14541,Malaria,Phase 3
T17448,Malaria,Approved
T20089,Malaria,Approved
T20251,Malaria,Phase 2
T20796,Malaria,Approved
T21291,Malaria,Phase 1/2
T23761,Malaria,Approved
T28658,Malaria,Approved
T31751,Malaria,Approved
T32468,Malaria,Investigative
T36059,Malaria,Phase 2
T39610,Malaria,Approved
T40800,Malaria,Approved
T41963,Malaria,Patented
T44614,Malaria,Terminated
T46465,Malaria,Terminated
T46482,Malaria,Approved
T50547,Malaria,Terminated
T51487,Malaria,Approved
T53748,Malaria,Approved
T54065,Malaria,Investigative
T54128,Malaria,Approved
T54940,Malaria,Terminated
T57392,Malaria,Phase 1
T60810,Malaria,Phase 1
T68230,Malaria,Phase 3
T72444,Malaria,Investigative
T79068,Malaria,Terminated
T82723,Malaria,Investigative
T82841,Malaria,Phase 3
T83011,Malaria,Approved
T83386,Malaria,Approved
T84581,Malaria,Investigative
T86836,Malaria,Phase 3
T88240,Malaria,Approved
T89515,Malaria,Approved
T95339,Malaria,Approved
T96476,Malaria,Phase 1/2
T96816,Malaria,Investigative
T11211,Mammary tumour,Approved
T00884,Melanoma,Phase 1
