drug_id,disease_name,disease_specific_drug_approval_status
D0RI6Q,Head and neck cancer,Phase 1/2
D0U0RJ,Head and neck cancer,Phase 1
D0E0FY,Head and neck cancer,Discontinued in Phase 2
D0P6MW,Head and neck cancer,Phase 2
D0PW4N,Head and neck cancer,Phase 2
D0OR5P,Head and neck cancer,Phase 2
D0VV6V,Head and neck cancer,Phase 2
D09ETH,Head and neck cancer,Phase 1
D06VFF,Head and neck cancer,Phase 1/2
D0I8NM,Head and neck cancer,Terminated
D0Q3IS,Head and neck cancer,Phase 2/3
D2YN1W,Head and neck cancer,Phase 1/2
D08DUF,Head and neck cancer,Phase 2
D05FFR,Head and neck cancer,Terminated
D09XZB,Head and neck cancer,Phase 3
D0CR8H,Head and neck cancer,Phase 2
D0FN4T,Head and neck cancer,Phase 2
D0HU9H,Head and neck cancer,Phase 2
D0R4PW,Head and neck cancer,Phase 3
DWK96T,Head and neck cancer,Phase 3
DXZ31K,Head and neck cancer,Phase 3
D01OHD,Head and neck cancer,Investigative
D08UUL,Head and neck cancer,Phase 1
DM38KC,Head and neck cancer,Phase 1
D03NJY,Head and neck cancer,Phase 2
D0L1CO,Head and neck cancer,Phase 1/2
D0KV3M,Head and neck cancer,Phase 2
D0D8ZK,Head and neck cancer,Phase 1/2
D06DOJ,Head and neck cancer,Phase 2
D0U1IR,Head and neck cancer,Discontinued in Phase 2
D0KS6F,Head and neck cancer,Phase 2
D0G7MV,Head and neck cancer,Phase 1
D0I3LO,Head and neck cancer,Phase 1
D0N6VS,Head and neck cancer,Phase 2
DCIX20,Head and neck cancer,Phase 2
D0W8HN,Head and neck cancer,Phase 3
D0N4SU,Head injury,Terminated
D0W9IT,Headache,Phase 2
D0W4YO,Headache,Phase 1
D05BQK,Headache,Approved
D01NJI,Headache,Approved
D01TSI,Headache,Approved
D06XZR,Headache,Approved
D0T8EL,Hearing disorder,Investigative
D0DS4P,Heart disease,Terminated
D0NC1D,Heart disease,Terminated
D0G8UL,Heart disease,Phase 3
D0N1YF,Heart disease,Phase 3
D01BYB,Heart disease,Phase 2
D0OK3O,Heart disease,Phase 2
D00TTS,Heart disease,Terminated
D0Q3UL,Heart disease,Preclinical
D02ALD,Heart failure,Discontinued in Phase 3
D02OZE,Heart failure,Approved
D0M3QP,Heart failure,Approved
D00XVE,Heart failure,Phase 1
D0U7NG,Heart failure,Phase 1
D07YLO,Heart failure,Phase 2
D0DR4W,Heart failure,Phase 3
D0M0YB,Heart failure,Phase 1
D04LAQ,Heart failure,Discontinued in Phase 1
D06WTQ,Heart failure,Phase 1
D0K6SM,Heart failure,Discontinued in Phase 2/3
D0LJ8C,Heart failure,Approved
D0G9JQ,Heart failure,Phase 2
D03SHP,Heart failure,Discontinued in Phase 1
D0D3FP,Heart failure,Phase 1
D0C4HG,Heart failure,Phase 4
D01NXF,Heart failure,Phase 2
DNGT70,Heart failure,Phase 2
DSN1B6,Heart failure,Phase 1
D06ZEO,Heart failure,Approved
D04IKF,Heart failure,Phase 2
D07SBP,Heart failure,Phase 1
D0U7IL,Heart failure,Approved
D0X2UI,Heart failure,Phase 2
DF86OC,Heart failure,Phase 3
D97BHT,Heart failure,Phase 2
D03ZBN,Heart failure,Approved
D09PLF,Heart failure,Phase 2
D0LC2B,Heart failure,Discontinued in Phase 2
D0S8DB,Heart failure,Discontinued in Phase 2
D0Z4VA,Heart failure,Terminated
D07TGN,Heart failure,Approved
D0AR3J,Heart failure,Approved
D08FWK,Heart failure,Phase 2/3
D0H9MA,Heart failure,Phase 2
D0J7RK,Heart failure,Approved
D06KYU,Heart failure,Preclinical
D0NH6F,Heart failure,Terminated
D0A2OW,Heart failure,Discontinued in Phase 2
D08FSD,Heart failure,Phase 2
D04EMB,Heart failure,Phase 2
D0NO0K,Heart failure,Phase 2
D08YVP,Heart failure,Phase 2
D07HSR,Heart failure,Phase 2
DBE87X,Heart failure,Phase 1
D00ZPR,Heart failure,Phase 3
D0H0YZ,Heart failure,Phase 1
D0QX9K,Heart failure,Phase 1
D03KZM,Heart failure,Phase 3
D0Z8DO,Heart failure,Phase 2
D08GVB,Heart failure,Phase 2
D0L5WD,Heart failure,Phase 3
D0OK3O,Heart failure,Phase 1
D0OH2H,Heart failure,Phase 2
D0Q4SD,Heart failure,Approved
DP6AO8,Heart failure,Phase 2
D06LRG,Heart failure,Phase 2
D0H5HZ,Heart failure,Phase 2
D00UEQ,Heart failure,Terminated
D0YL8U,Heart failure,Phase 3
D0R5QQ,Heart failure,Discontinued in Phase 2
D01OFY,Heart failure,Terminated
D08HKT,Heart failure,Phase 2
D0F5UN,Heart failure,Phase 2
D0M7BL,Heart failure,Phase 2
D0X0IY,Heart failure,Phase 3
D0C3HS,Heart failure,Discontinued in Phase 1
D0T2LP,Heart failure,Discontinued in Phase 2
D0E2MI,Helicobacter infection,Investigative
D02CPP,Helicobacter infection,Approved
D0Z5SM,Hemangioma,Approved
D00JNT,Hepatitis virus infection,Discontinued in Phase 1
D0Z3BU,Hepatitis virus infection,Phase 1
D0S9SD,Hepatitis virus infection,Approved
D0F0ZE,Hepatitis virus infection,Discontinued in Phase 2
D0RK8U,Hepatitis virus infection,Phase 2
D0OZ7P,Hepatitis virus infection,Phase 2
D05TGV,Hepatitis virus infection,Discontinued in Phase 2
D0W8KT,Hepatitis virus infection,Discontinued in Phase 1/2
D0D5CY,Hepatitis virus infection,Phase 2
D0X3LD,Hepatitis virus infection,Discontinued in Phase 2
D02GLD,Hepatitis virus infection,Phase 3
D0O2MO,Hepatitis virus infection,Phase 1
D09AYM,Hidradenitis suppurativa,Phase 2
DCL35B,Hidradenitis suppurativa,Phase 2
DQ15ZM,Hidradenitis suppurativa,Phase 2
DW8Z1M,Hidradenitis suppurativa,Phase 2
D05YWJ,Hidradenitis suppurativa,Phase 2
D0HJ1R,Hidradenitis suppurativa,Phase 2
D02KRI,Hirsutism,Phase 3
D07BXC,Hirsutism,Phase 1/2
D0C5JQ,Hodgkin lymphoma,Phase 2
D0WK1M,Hodgkin lymphoma,Phase 2
D09DHT,Hodgkin lymphoma,Phase 2
D0U3UJ,Hodgkin lymphoma,Phase 1
D0G5SK,Hodgkin lymphoma,Phase 0
D0P4KP,Hodgkin lymphoma,Phase 0
DZM2L1,Hodgkin lymphoma,Phase 2
D02KSP,Hodgkin lymphoma,Approved
DFLK16,Hodgkin lymphoma,Approved
DNI7E3,Hodgkin lymphoma,Phase 2
D4MW3O,Hodgkin lymphoma,Phase 1
D02BLD,Hodgkin lymphoma,Phase 2
D03SSE,Hodgkin lymphoma,Phase 3
D06UVD,Hodgkin lymphoma,Approved
D08GYO,Hodgkin lymphoma,Approved
D03TIS,Hodgkin lymphoma,Approved
D08ZAC,Hodgkin lymphoma,Phase 1
D0FZ1Y,Hodgkin lymphoma,Phase 1/2
D0J7KD,Hodgkin lymphoma,Phase 2
D0N2AM,Hodgkin lymphoma,Phase 1
D0S3YV,Hodgkin lymphoma,Phase 1
D0TC6X,Hodgkin lymphoma,Phase 1
D0YS7D,Hydrocephalus,Approved
D0O6IZ,Hyperaemia,Approved
D0I0NP,Hyperaldosteronism,Investigative
D0V8TQ,Hyperhidrosis,Approved
D2SDM0,Hyperlipidemia,Phase 2
D04QIE,Hyperlipidemia,Approved
D02LHR,Hypertension,Withdrawn from market
D06OFS,Hypertension,Approved
D0D0YM,Hypertension,Approved
D0M6YW,Hypertension,Discontinued in Phase 1
D08UUK,Hypertension,Phase 2
D00ERV,Hypertension,Discontinued in Phase 1
D05UQD,Hypertension,Terminated
D06WBA,Hypertension,Terminated
D09GXF,Hypertension,Investigative
D09PYD,Hypertension,Discontinued in Phase 2
D0F9BX,Hypertension,Terminated
D0H1GF,Hypertension,Discontinued in Phase 2
D0K6SM,Hypertension,Discontinued in Phase 2/3
D0KR3X,Hypertension,Terminated
D0WF7K,Hypertension,Phase 3
D0D3AI,Hypertension,Phase 2
D0G9JQ,Hypertension,Phase 1
D04NPP,Hypertension,Discontinued in Phase 2
D0F9GE,Hypertension,Approved
D00UBK,Hypertension,Terminated
D03VWB,Hypertension,Phase 1
D08CKJ,Hypertension,Discontinued in Phase 2
D0A8EG,Hypertension,Discontinued in Phase 1
D0GS7N,Hypertension,Terminated
D0K0AT,Hypertension,Approved
D0B7LK,Hypertension,Phase 2/3
D0AY7K,Hypertension,Approved
D0Q2WS,Hypertension,Approved
D0U3CR,Hypertension,Approved
D0K4RU,Hypertension,Phase 1
D09ORU,Hypertension,Discontinued in Phase 2
D0N1WM,Hypertension,Terminated
D0R6BI,Hypertension,Approved
D01VUE,Hypertension,Terminated
D07DGM,Hypertension,Terminated
D09XLS,Hypertension,Phase 2
D0H0KK,Hypertension,Terminated
D0OW4A,Hypertension,Phase 2
D0P5UE,Hypertension,Terminated
D0YS1U,Hypertension,Phase 2
D0F7XN,Hypertension,Terminated
D09GYT,Hypertension,Approved
D00RXR,Hypertension,Discontinued in Phase 1
D0Q9NJ,Hypertension,Discontinued in Phase 1
D03SKR,Hypertension,Approved
D0N8UU,Hypertension,Terminated
D0Y6KO,Hypertension,Approved
D0C1JV,Hypertension,Phase 2
D02SKA,Hypertension,Discontinued in Phase 2
D00XRI,Hypertension,Terminated
D0KL3U,Hypertension,Phase 2
D0X0ZD,Hypertension,Investigative
D0J8ZA,Hypertension,Approved
D01UXC,Hypertension,Approved
D01VAB,Hypertension,Withdrawn from market
D03MZJ,Hypertension,Phase 2
D03ROX,Hypertension,Approved
D0F2PO,Hypertension,Approved
D0HD9K,Hypertension,Approved
D0I2MK,Hypertension,Approved
D0K3ZR,Hypertension,Approved
D0P9KA,Hypertension,Phase 1
D0W8SB,Hypertension,Approved
D0X2MB,Hypertension,Approved
D0Z1UA,Hypertension,Approved
D00ECB,Hypertension,Discontinued in Phase 2
D03ZPY,Hypertension,Terminated
D04LRU,Hypertension,Terminated
D06BBZ,Hypertension,Terminated
D06BUA,Hypertension,Phase 2
D06HCD,Hypertension,Discontinued in Phase 1
D06LDC,Hypertension,Discontinued in Preregistration
D07EGW,Hypertension,Discontinued in Preregistration
D08AFD,Hypertension,Discontinued in Phase 1
D08ZAX,Hypertension,Terminated
D09ELP,Hypertension,Approved
D09ESW,Hypertension,Discontinued in Phase 3
D0DI3E,Hypertension,Terminated
D0FF7A,Hypertension,Terminated
D0G2XN,Hypertension,Discontinued in Phase 3
D0KT8U,Hypertension,Discontinued in Preregistration
D0LN9P,Hypertension,Investigative
D0Q6EN,Hypertension,Terminated
D0S5CU,Hypertension,Approved
D0V6YT,Hypertension,Investigative
D0WN0U,Hypertension,Approved
D0Z7KE,Hypertension,Approved
D0I3IG,Hypertension,Approved
D0J4JM,Hypertension,Approved
D0H8FH,Hypertension,Approved
D01VAP,Hypertension,Phase 2
D02ZEM,Hypertension,Discontinued in Phase 2
D03ISE,Hypertension,Discontinued in Phase 1
D06TVC,Hypertension,Discontinued in Phase 2
D0H5MB,Hypertension,Approved
D00NKB,Hypertension,Approved
D00POS,Hypertension,Phase 1
D01EWC,Hypertension,Terminated
D03MIR,Hypertension,Approved
D0C1CU,Hypertension,Discontinued in Phase 1
D06MPJ,Hypertension,Investigative
D07XVR,Hypertension,Approved
D8FHG5,Hypertension,Phase 2
DKO16W,Hypertension,Phase 2
D05DNA,Hypertension,Terminated
D00TLD,Hypertension,Discontinued in Phase 1
D00MIF,Hypertension,Terminated
D01EZY,Hypertension,Terminated
D01QSG,Hypertension,Phase 1
D01SGM,Hypertension,Discontinued in Phase 2
D02KBO,Hypertension,Terminated
D02KEY,Hypertension,Discontinued in Phase 1
D03SVX,Hypertension,Approved
D05FTY,Hypertension,Terminated
D06JQM,Hypertension,Investigative
D06ZKG,Hypertension,Terminated
D07JXN,Hypertension,Phase 2
D08IDQ,Hypertension,Terminated
D0C2EP,Hypertension,Approved
D0J5GT,Hypertension,Discontinued in Phase 2
D0K1AF,Hypertension,Terminated
D0L4VZ,Hypertension,Discontinued in Phase 1
D0M7HO,Hypertension,Terminated
D0TD2F,Hypertension,Investigative
D0V3UN,Hypertension,Phase 2
D0V4LG,Hypertension,Discontinued in Phase 1
D0V5XL,Hypertension,Terminated
D0R0UJ,Hypertension,Approved
D30EZF,Hypertension,Phase 2
DLQS16,Hypertension,Phase 2
D0R0FE,Hypertension,Approved
D04TSV,Hypertension,Terminated
D01SAT,Hypertension,Approved
D0BA6T,Hypertension,Approved
D0K2PS,Hypertension,Phase 1
D0K2TB,Hypertension,Approved
D0X8QP,Hypertension,Discontinued in Phase 2
D00LCT,Hypertension,Discontinued in Phase 1
D00LWF,Hypertension,Discontinued in Phase 2
D01BQJ,Hypertension,Terminated
D03WUH,Hypertension,Terminated
D07JOS,Hypertension,Terminated
D07WEP,Hypertension,Approved
D09KYR,Hypertension,Phase 2
D0B6ER,Hypertension,Discontinued in Phase 1
D0C8DC,Hypertension,Terminated
D0GU4Z,Hypertension,Phase 1
D0S1BN,Hypertension,Phase 1
D0V8RY,Hypertension,Discontinued in Phase 1
D0Y2CJ,Hypertension,Approved
D0J5HU,Hypertension,Terminated
D0QG1B,Hypertension,Phase 2
D02DWK,Hypertension,Phase 1/2
D0K1XK,Hypertension,Approved
D0M3JI,Hypertension,Terminated
D0X8QO,Hypertension,Phase 2
D06BKH,Hypertension,Phase 2
D00DFP,Hypertension,Phase 1/2
D0I1LH,Hypertension,Approved
D00JAU,Hypertension,Approved
D00NVX,Hypertension,Approved
D00VFE,Hypertension,Approved
D00XTS,Hypertension,Terminated
D00XZP,Hypertension,Discontinued in Phase 1
D02BBC,Hypertension,Phase 2
D05FGG,Hypertension,Approved
D05FUU,Hypertension,Phase 3
D06EQN,Hypertension,Terminated
D06MUI,Hypertension,Terminated
D06TZT,Hypertension,Discontinued in Phase 2
D06UDG,Hypertension,Approved
D0A2RA,Hypertension,Phase 3
D0B9AO,Hypertension,Approved
D0C3BA,Hypertension,Phase 2
D0D5SQ,Hypertension,Approved
D0DD0K,Hypertension,Approved
D0DL2S,Hypertension,Discontinued in Phase 2
D0I7PO,Hypertension,Approved
D0J2NB,Hypertension,Discontinued in Phase 2
D0M7TO,Hypertension,Approved
D0N0JE,Hypertension,Terminated
D0N6RF,Hypertension,Approved
D0T7US,Hypertension,Approved
D0MP5H,Hypertension,Approved
D08VRO,Hypertension,Approved
D0N5SS,Hypertension,Discontinued in Phase 1
D08TJM,Hypertension,Phase 3
D03SFU,Hypertension,Approved
D0K0VO,Hypertension,Approved
D0R1DP,Hypertension,Terminated
D0P4VX,Hypertension,Approved
D0F7AT,Hypertension,Approved
D0A8XN,Hypertension,Approved
D0WV3U,Hypertension,Approved
D0I2WV,Hypertension,Phase 4
D00FHI,Hypertension,Discontinued in Phase 2
D00HDU,Hypertension,Approved
D00SEB,Hypertension,Approved
D03DRW,Hypertension,Discontinued in Phase 2
D03KYG,Hypertension,Approved
D05COG,Hypertension,Terminated
D05MFG,Hypertension,Approved
D07HGR,Hypertension,Approved
D08DWH,Hypertension,Discontinued in Phase 2
D09HDR,Hypertension,Approved
D0G8NJ,Hypertension,Approved
D0I0EG,Hypertension,Approved
D0I7SZ,Hypertension,Approved
D0M5OC,Hypertension,Approved
D0N5HJ,Hypertension,Approved
D0OZ3S,Hypertension,Investigative
D0U3EC,Hypertension,Approved
D0U4UQ,Hypertension,Approved
D0X8KY,Hypertension,Approved
D00PLV,Hypertension,Approved
D08JIV,Hypertension,Approved
D0A1DH,Hypertension,Approved
D0OB1J,Hypertension,Approved
D0P6ZH,Hypertension,Approved
D01WLC,Hypertension,Approved
D06TNG,Hypertension,Approved
D00BIY,Hypertension,Discontinued in Phase 1
D00FWB,Hypertension,Terminated
D00MSP,Hypertension,Terminated
D00NTW,Hypertension,Discontinued in Phase 2
D02ABS,Hypertension,Terminated
D02ZKB,Hypertension,Terminated
D03OKG,Hypertension,Discontinued in Phase 2
D04FXE,Hypertension,Terminated
D07GQA,Hypertension,Terminated
D07LEW,Hypertension,Terminated
D08VTA,Hypertension,Terminated
D0A8HL,Hypertension,Terminated
D0CE6T,Hypertension,Discontinued in Phase 2
D0F0TW,Hypertension,Terminated
D0F2HA,Hypertension,Discontinued in Phase 2
D0HJ7I,Hypertension,Phase 1
D0I7BD,Hypertension,Phase 2
D0L3EW,Hypertension,Discontinued in Phase 1
D0M7PS,Hypertension,Discontinued in Phase 2
D0N1EW,Hypertension,Discontinued in Phase 1
D0N5CT,Hypertension,Terminated
D0O0QG,Hypertension,Terminated
D0O0RK,Hypertension,Terminated
D0T5SG,Hypertension,Terminated
D0XG0Z,Hypertension,Investigative
D0XI9O,Hypertension,Terminated
D0Y8PH,Hypertension,Terminated
D0W9NO,Hypertension,Phase 2
D0Q3UL,Hypertension,Preclinical
D0V2GT,Hypertension,Terminated
D03JHJ,Hypertension,Discontinued in Phase 2
D08ZBT,Hypertension,Discontinued in Phase 1
D0EK6D,Hypertension,Discontinued in Phase 2
D04DKH,Hypertension,Approved
D08IXA,Hypertension,Phase 1
D03GVC,Hypertension,Approved
D09NIA,Hypertension,Approved
D0Y2IZ,Hypertension,Approved
D0G2GR,Hypertension,Discontinued in Phase 2
D0X9PF,Hypoactive sexual desire dysfunction,Approved
D00CQQ,Hypoactive sexual desire dysfunction,Phase 2
D00DPJ,Hypotension,Approved
D0A5TM,Hypotension,Discontinued in Phase 2
D01IPI,Hypotension,Discontinued in Phase 2
D09JES,Hypotension,Phase 2
D0C1AY,Hypotension,Phase 1
D0L2IQ,Hypotension,Discontinued in Phase 2
D0M0RN,Hypotension,Discontinued in Phase 2
D0N5HN,Hypotension,Discontinued in Phase 2
D0X1RQ,Hypotension,Phase 2
D07JLM,Hypotension,Phase 2/3
D03LAB,Hypotension,Phase 2
D04NPX,Hypotension,Discontinued in Phase 1
D0R7YY,Hypotension,Phase 3
D0CV7T,Hypotension,Terminated
D0G6EO,Hypotension,Discontinued in Phase 3
D04EYC,Hypotension,Approved
D0T7OW,Hypotension,Phase 1
D0IX1A,Hypotension,Approved
D0E3XG,Hypotension,Discontinued in Phase 2
D02JUM,Hypotension,Discontinued in Phase 2
DR5V8I,Idiopathic inflammatory myopathy,Phase 2
D06LYI,Immunodeficiency,Phase 1/2
D01VEJ,Immunodeficiency,Phase 3
D05YUI,Immunodeficiency,Phase 1/2
D0F4QV,Immunodeficiency,Phase 2/3
D0IP9E,Immunodeficiency,Approved
D0U5AQ,Immunoproliferative disorder,Phase 1
D0DU4T,Immunoproliferative disorder,Phase 1
D0PY5I,Immunoproliferative disorder,Phase 1
D0GA8I,Immunoproliferative disorder,Phase 1
D0I5GS,Immunoproliferative disorder,Phase 1/2
D0X1HE,Impetigo,Approved
D03UQM,Impetigo,Approved
D09KRV,Injury,Phase 3
D0TY5N,Insecticide,Approved
D00CVJ,Insomnia,Phase 2
D0CK3G,Insomnia,Approved
D00EEL,Insomnia,Approved
D0Q0EF,Insomnia,Phase 3
D00OVC,Insomnia,Phase 2
D09JET,Insomnia,Investigative
D0T1WN,Insomnia,Approved
D0L7AS,Insomnia,Approved
D0Q5MQ,Insomnia,Approved
D0U0KW,Insomnia,Approved
D0M4WA,Insomnia,Clinical trial
D03VZH,Insomnia,Approved
D05OQJ,Insomnia,Approved
D09DWL,Insomnia,Approved
D0A4JK,Insomnia,Approved
D0E0WQ,Insomnia,Approved
D0F0YZ,Insomnia,Approved
D0GA5T,Insomnia,Approved
D0O3AB,Insomnia,Approved
D0R6BR,Insomnia,Approved
D0T5WK,Insomnia,Approved
D05TMQ,Insomnia,Approved
D0ZB7K,Insomnia,Approved
D0X5OV,Insomnia,Preclinical
D0Z9NZ,Insomnia,Approved
D07CMN,Insomnia,Phase 2
D01QML,Insomnia,Approved
D00OVU,Insomnia,Approved
D01SUL,Insomnia,Investigative
D08SCL,Insomnia,Phase 2
D06BTF,Insomnia,Terminated
D06CKX,Insomnia,Phase 2
D03NPH,Insomnia,Approved
D04BNP,Insomnia,Approved
D06ZII,Insomnia,Approved
D08XFV,Insomnia,Approved
D0P2CK,Insomnia,Approved
D0U3LS,Insomnia,Approved
D0W2NM,Insomnia,Approved
D0AN7B,Insomnia,Approved
D04HAF,Insomnia,Phase 2
D0R9ZB,Insomnia,Approved
DFN1D5,Insomnia,Approved
D0T4XV,Insomnia,Terminated
DNS58L,Intermittent explosive disorder,Phase 1/2
DH8FY6,Intracranial embolism,Phase 2
D0C4FT,Irregularities,Withdrawn from market
D0Q1BT,Irritable bowel syndrome,Approved
D0K5HI,Irritable bowel syndrome,Discontinued in Phase 2
D0GM9E,Irritable bowel syndrome,Investigative
D0Y4WR,Irritable bowel syndrome,Investigative
DB82TO,Irritable bowel syndrome,Phase 2
D0O3DK,Irritable bowel syndrome,Phase 2
D0H9WR,Irritable bowel syndrome,Phase 2
D01KKE,Irritable bowel syndrome,Discontinued in Phase 2
D0N1CH,Irritable bowel syndrome,Phase 2
D00VPU,Irritable bowel syndrome,Discontinued in Phase 1
D01TBN,Irritable bowel syndrome,Discontinued in Phase 2
D0C9FF,Irritable bowel syndrome,Discontinued in Phase 2
DW7OF1,Irritable bowel syndrome,Phase 2
D0I9QH,Irritable bowel syndrome,Terminated
D02NMG,Irritable bowel syndrome,Preclinical
D0XS4X,Irritable bowel syndrome,Phase 3
D0M1YN,Irritable bowel syndrome,Preclinical
D02ZTJ,Irritable bowel syndrome,Approved
D00XWD,Irritable bowel syndrome,Approved
D00ZGF,Irritable bowel syndrome,Phase 1
D01MBV,Irritable bowel syndrome,Phase 2
D04DMQ,Irritable bowel syndrome,Discontinued in Phase 2
D04MKJ,Irritable bowel syndrome,Phase 3
D04QSJ,Irritable bowel syndrome,Approved
D04UPW,Irritable bowel syndrome,Phase 1
D04SHH,Irritable bowel syndrome,Phase 2
D07TXJ,Irritable bowel syndrome,Phase 2
D06GKN,Irritable bowel syndrome,Approved
D0Z2MB,Irritable bowel syndrome,Phase 3
D05CMZ,Irritable bowel syndrome,Phase 2
D0E8LT,Irritable bowel syndrome,Approved
D0JY5S,Irritable bowel syndrome,Approved
D0Q0JG,Irritable bowel syndrome,Approved
D0VU8Q,Irritable bowel syndrome,Approved
D0J1NQ,Irritable bowel syndrome,Phase 3
D04EFK,Irritable bowel syndrome,Phase 2
D0N5KS,Irritable bowel syndrome,Phase 2
D0RA9E,Irritable bowel syndrome,Phase 4
D04TQO,Irritable bowel syndrome,Approved
D00GNJ,Irritable bowel syndrome,Approved
D06WKA,Irritable bowel syndrome,Phase 2
D07FEC,Irritable bowel syndrome,Approved
D03CDK,Irritable bowel syndrome,Phase 2
D04KIH,Irritant contact dermatitis,Patented
D07AVV,Irritant contact dermatitis,Patented
D04GKL,Ischemia,Phase 2
D0NF7S,Ischemia,Terminated
D06MWU,Ischemia,Investigative
D0LF5B,Ischemia,Discontinued in Phase 2
D0LR2Q,Ischemia,Terminated
D03MNN,Ischemia,Approved
D0K5QY,Ischemia,Investigative
D0F3WG,Ischemia,Phase 3
D0A4UC,Ischemic heart disease,Phase 3
D0A7HY,Ischemic heart disease,Investigative
D0R3KS,Ischemic heart disease,Investigative
D0O7NF,Ischemic heart disease,Investigative
D04TZA,Itching,Investigative
D0O6IZ,Itching,Approved
D07BSE,Joint lubricant,Approved
D08IFL,Joint pain,Approved
D02OJC,Juvenile idiopathic arthritis,Phase 3
D08HPZ,Juvenile idiopathic arthritis,Phase 3
D0G3PI,Kaposi sarcoma,Approved
D01XWG,Kaposi sarcoma,Approved
D01EUF,Kaposi sarcoma,Discontinued in Phase 3
DXWP72,Kaposi sarcoma,Phase 2
D2NU0H,Kaposi sarcoma,Preclinical
D0S7WX,Kinetoplastids,Investigative
DPC0T8,Knee osteoarthritis,Phase 2
D4R1JE,Knee osteoarthritis,Phase 3
D49KHP,Knee osteoarthritis,Phase 2
D04YMH,Knee osteoarthritis,Approved
D0XW8Y,Knee osteoarthritis,Phase 3
DUH2E6,Leiomyosarcoma,Phase 2/3
D0G2CG,Leiomyosarcoma,Phase 3
DN9IC4,Leishmaniasis,Phase 1
D00FGR,Leishmaniasis,Approved
D0U3DX,Lesion,Discontinued in Phase 2
D01KTG,Liposarcoma,Phase 1
DGB7W9,Liposarcoma,Phase 3
D00LNW,Liposarcoma,Phase 3
DZJ3D5,Liposarcoma,Phase 1
DLW69V,Liver cancer,Investigative
D4K2OF,Liver cancer,Phase 1
D9D6QN,Liver cancer,Preclinical
D09TGO,Liver cancer,Phase 1
D0E5BW,Liver cancer,Phase 2
D09HRH,Liver cancer,Phase 1
DLY89F,Liver cancer,Phase 1
D0T8DD,Liver cancer,Clinical trial
D0E5DP,Liver cancer,Phase 2
D09ZCH,Liver cancer,Terminated
D08SJY,Liver cancer,Phase 1
D0P5XM,Liver cancer,Phase 1
DX9GT7,Liver cancer,Phase 3
D08JMI,Liver cancer,Phase 1
D0HB0V,Liver cancer,Phase 2
D0HS5V,Liver cancer,Phase 3
D0D8ZK,Liver cancer,Phase 1/2
D01OXI,Liver cancer,Approved
D0C3MW,Liver cancer,Phase 1/2
D0BE8H,Liver cancer,Phase 1/2
D0M5CD,Liver cancer,Phase 2
D0W9AI,Liver cancer,Phase 2/3
D0JT5I,Liver disease,Phase 2
D0TD1R,Liver disease,Phase 2
D07FBM,Liver disease,Phase 3
D0N6VK,Liver disease,Phase 1
D00AKV,Liver disease,Phase 2
D0H3MG,Localisation,Approved
D02CZK,Lung cancer,Phase 3
D0Q7FC,Lung cancer,Discontinued in Phase 1
D00ZBZ,Lung cancer,Investigative
D0D5FQ,Lung cancer,Discontinued in Phase 2
D0XZ2S,Lung cancer,Phase 1/2
D08QZH,Lung cancer,Phase 1/2
DELC48,Lung cancer,Preclinical
D0S1QN,Lung cancer,Phase 1
D05CSS,Lung cancer,Phase 1/2
D0AI7H,Lung cancer,Phase 1/2
D04KBL,Lung cancer,Phase 1
D00YQI,Lung cancer,Phase 1
D0P2ZY,Lung cancer,Phase 1
D7K0GP,Lung cancer,Preclinical
D0AZ3C,Lung cancer,Phase 2
D00KTV,Lung cancer,Phase 2
D0NA4J,Lung cancer,Phase 1/2
D03HVV,Lung cancer,Phase 3
D0I8QJ,Lung cancer,Phase 2
D00MDP,Lung cancer,Approved
D05VZE,Lung cancer,Discontinued in Phase 3
D0PX7X,Lung cancer,Phase 1/2
D0IH3I,Lung cancer,Patented
D0U3SY,Lung cancer,Approved
D0M4AV,Lung cancer,Phase 3
D0NJ3Q,Lung cancer,Investigative
D0EY5A,Lung cancer,Discontinued in Phase 2
D0Q4EJ,Lung cancer,Phase 1/2
D06EPF,Lung cancer,Investigative
D0Q1CD,Lung cancer,Discontinued in Phase 3
D0AX1N,Lung cancer,Phase 2
D0S4GT,Lung cancer,Phase 1/2
D0C4BL,Lung cancer,Phase 1/2
DN3Z5D,Lung cancer,Phase 1/2
D0Z7FU,Lung cancer,Discontinued in Phase 3
D0LJ2S,Lung cancer,Phase 1/2
D01WYV,Lung cancer,Investigative
D00YXG,Lung cancer,Phase 1/2
D05FUP,Lung cancer,Phase 1/2
D07YPB,Lung cancer,Phase 1
D0S9FI,Lung cancer,Phase 1
D0G7MV,Lung cancer,Phase 1
D0K3XS,Lung cancer,Phase 3
D08IHF,Lung cancer,Terminated
D0QN5M,Lymphangioleiomyomatosis,Phase 1
D0WK1M,Lymphoma,Phase 2
D0T8YV,Lymphoma,Discontinued in Phase 1
D0A7NB,Lymphoma,Phase 2
D07XQS,Lymphoma,Phase 1/2
